unique_id,text,language,type_original,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,subordinate_proposition_dist,verbal_head_per_sent,question_type,complexity_score
ko_content_248,아니면 주변 어디에 남아있는 걸까?,ko,content,-0.573,-1.409,1.0,0.25,0.8,1.946,3.932,-0.086,0,-0.091
ko_content_249,과연 우리가 언제 영국 수준에 이를까?,ko,content,0.727,-1.409,0.0,0.667,0.833,2.079,0.0,-1.086,0,-0.791
ko_content_250,과연 언제 지금 정도의 영국 수준에 이를 것인가?,ko,content,0.356,-0.409,1.0,0.333,1.0,2.303,3.932,-0.086,0,0.353
ko_content_251,우리는 교육 투자를 얼마나 늘려야 우리의 2 세들이 이런 환경에서 공부할 수 있을까?,ko,content,-0.073,-0.409,0.0,0.333,0.692,2.708,0.0,-0.086,0,-0.557
ko_content_252,영국은 어떤 나라일까?,ko,content,-0.573,-2.409,0.0,0.167,1.0,1.609,0.0,-0.086,0,-1.155
ko_content_253,도대체 어떻게 이처럼 보수적인 국민들이 산업 혁명을 선도하였고 지금도 선진 고학 기술을 보유하고 있는가?,ko,content,0.773,0.591,1.0,0.417,0.786,2.773,4.615,-0.086,0,0.775
ko_content_254,어떻게 뿌리 깊은 지역 감정이 미봉될 수 있을까?,ko,content,-0.358,-0.409,0.0,0.5,0.875,2.303,0.0,-1.086,0,-0.789
ko_content_255,과연 영국과 대륙의 거리는 얼마나 먼가?,ko,content,0.127,-0.409,0.0,0.0,0.833,2.079,0.0,-2.086,0,-1.01
ko_content_256,"영국의, 그 대국의 자존심은 어디로 갔는가?",ko,content,-0.473,-0.409,0.0,0.333,0.833,2.197,0.0,-1.086,0,-0.863
ko_content_257,도대체 왜 세계 대전의 전승국이었던 영국이 계속 쇠략의 길을 걸어야 했던가?,ko,content,0.227,0.591,1.0,0.417,0.909,2.565,3.932,-0.086,0,0.548
ko_content_258,무슨 비행기를 타고 왔나?,ko,content,-1.073,-1.409,0.0,0.0,0.5,1.792,0.0,-1.086,0,-1.325
ko_content_259,왜 안쪽에서 열 수 없는가?,ko,content,-0.823,-1.409,0.0,0.5,1.0,1.946,0.0,-1.086,0,-1.082
ko_content_260,파르메니데스 편의 성과를 결여한 노고가 어떻게 해서 절대자가 정신이라는 진정한 결과를 증명한다는 것인가?,ko,content,-0.073,1.591,1.0,0.167,0.923,2.708,4.331,3.914,0,1.414
ko_content_261,"본질적인 진술에 관계되는 본래적으로 철학적인 영역에서, 예컨대 정의의 경우 술어란 진정으로 무엇인가?",ko,content,0.291,0.591,1.0,0.292,1.0,2.708,4.331,1.914,0,0.993
ko_content_262,무엇에 의해서 그것으로부터 회화를 궤변가처럼 하여 혼란시키는 술 (術) 을 제거할 수 있는가?,ko,content,0.094,1.591,1.0,0.25,0.769,2.833,3.932,-0.086,0,0.691
ko_content_263,헤겔이 그러한 확실성을 가지고서 아리스토텔레스 속에 사변적인 것을 알아차린다는 것은 무엇에 의해서 가능하게 되었던 것일까?,ko,content,0.07,2.591,1.0,0.194,0.867,2.833,4.615,3.914,0,1.677
ko_content_264,의식이란 어떻게 해서 자기 의식이 될까?,ko,content,0.327,-1.409,0.0,0.25,0.667,2.079,0.0,-0.086,0,-0.788
ko_content_265,혹은 어떻게 해서 자신이 자기 의식임을 자각하게끔 될까?,ko,content,0.356,-1.409,1.0,0.222,0.625,2.303,3.932,0.914,0,0.269
ko_content_266,그러면 자본주의와 공산주의의 이론 및 실제 경험이 우리에게 가르치는 바는 무엇인가?,ko,content,0.627,1.591,1.0,0.333,0.727,2.565,3.932,-0.086,0,0.744
ko_content_267,왜 이처럼 한국과 인도 간에 성장실적의 차이가 나는가?,ko,content,0.927,-0.409,0.0,0.667,0.875,2.303,0.0,-1.086,0,-0.538
ko_content_268,그러면 한국은 세계경제의 지역주의 추세에 어떻게 대응해야 하는가?,ko,content,0.499,-1.409,0.0,0.667,0.625,2.303,0.0,-1.086,0,-0.828
ko_content_269,그러면 우리가 과학기술을 발전시킬 수 있는 구체적인 방법은 무엇인가?,ko,content,0.302,0.591,1.0,0.278,0.778,2.398,4.215,0.914,0,0.707
