unique_id,text,language,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,dataset_source
russian_content_8923,При каком короле Швеции велась Северная война?,ru,-0.51,0.0,0.333,0.714,2.197,0,2.734,tydi
english_polar_712,Is James Tobin still alive?,en,-0.17,0.0,0.0,0.8,1.946,1,2.576,tydi
finnish_content_3571,Miksi Maximinus Thrax luopui keisarin tittelistä?,fi,-0.051,0.0,0.5,1.0,2.079,0,3.528,tydi
indonesian_content_5565,Berapa lama Kerajaan Singhasari berkuasa ?,id,-0.781,0.0,0.5,1.0,1.946,0,2.665,tydi
russian_polar_820,Был Ю́ст Ли́псий женат?,ru,-0.5,0.0,0.0,0.75,1.792,1,2.042,tydi
russian_polar_1677,Тунец -мигрирующая рыба?,ru,-1.5,0.0,0.0,1.0,1.609,1,1.109,tydi
japanese_content_2277,ドラえもんでもしもボックスが登場した巻は何,ja,-1.19,0.0,1.0,0.385,2.639,0,2.834,tydi
finnish_polar_1406,Onko Tommy Leellä lapsia?,fi,0.15,0.0,0.0,0.75,1.792,1,2.692,tydi
indonesian_content_7602,Kapan Madrasah Aliyah Negeri Insan Cendekia pertama dibangun ?,id,2.219,0.0,0.5,1.0,2.303,0,6.022,tydi
finnish_content_1541,Kuka keksi röntgensäteen?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
finnish_polar_1625,Oliko Stan Laurelin äiti näyttelijä?,fi,1.15,0.0,0.0,0.8,1.946,1,3.896,tydi
indonesian_content_10290,siapakah orang tua Al-Musta'shim Billah?,id,1.219,0.0,0.0,0.714,2.303,0,4.236,tydi
russian_content_3489,Сколько лет выпускался Cadillac Deville?,ru,-0.51,0.0,0.333,0.4,1.946,0,2.169,tydi
korean_content_5419,태양의 부피는 지구에 몇배인가요?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376,tydi
arabic_polar_309,هل يمكن إستغلال الطاقة الكهرومائية في دول العالم الثالث ؟,ar,1.175,0.0,0.167,0.778,2.398,1,4.518,tydi
indonesian_content_2147,Darimana asal J. K. Rowling?,id,0.219,0.0,0.0,1.0,2.197,0,3.416,tydi
japanese_content_1522,オパビニアの化石を初めて発見したのは誰？,ja,0.81,1.0,0.667,0.364,2.565,0,5.406,tydi
korean_content_7581,한국의 불교는 언제 전해졌는가?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376,tydi
japanese_content_5113,映画『スタートレック』が公開されたのはいつ,ja,-0.19,1.0,0.5,0.3,2.565,0,4.175,tydi
arabic_polar_1213,هل اسفرت الاحتجاجات العمانية إلى حدوث ضحايا بشرية؟,ar,0.175,0.0,0.333,0.75,2.303,1,3.561,tydi
japanese_polar_557,インスタントカメラ『写るんです』はフィルムを使用しますか？,ja,0.447,1.0,0.6,0.417,2.773,1,5.237,tydi
finnish_polar_1616,Onko Banat Al-Riyadh -teos ravisuttanut saudiarabialaista yhteiskuntaa?,fi,1.15,0.0,0.333,0.857,2.197,1,4.537,tydi
english_polar_1141,Does eating beans cause flatulence?,en,-0.17,1.0,0.3,0.8,1.946,1,3.876,tydi
indonesian_polar_284,Apakah eceng termasuk tumbuhan perusak ?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18,tydi
arabic_polar_1086,هل تستخدم طاقة الرياح في شمال أفريقيا ؟,ar,-0.825,0.0,0.5,0.571,2.197,1,2.443,tydi
english_polar_1080,Is there a term limit to the Russian presidency?,en,0.83,0.0,0.4,0.556,2.398,1,4.184,tydi
indonesian_polar_221,Apaakh Nuzi nama daerah di Mesopotamia?,id,2.518,0.0,0.0,0.833,2.079,1,5.43,tydi
korean_content_200,프시타코사우루스의 평균수명은 얼마인가?,ko,-0.816,0.0,0.2,1.0,1.609,0,1.993,tydi
indonesian_polar_318,Apakah pernikahan semasa jenis legal di Indonesia ?,id,1.518,0.0,0.0,0.5,2.303,1,4.321,tydi
arabic_content_15484,ما هو الموطن الأصلي لشجرة الكاكاو؟,ar,0.2,0.0,0.0,0.5,2.079,0,2.779,tydi
finnish_content_506,Minä vuonna Auto Union lopetti toimintansa?,fi,-0.051,0.0,0.667,0.833,2.079,0,3.528,tydi
english_content_7853,What is the national dish of France?,en,0.422,0.0,0.0,0.429,2.197,0,3.048,tydi
english_polar_654,Did England fight France during the Seven Years' War?,en,0.83,0.0,0.6,0.6,2.485,1,4.515,tydi
english_content_4183,How large is the Hainaut province in France?,en,0.422,0.0,0.0,0.625,2.303,0,3.35,tydi
english_content_1805,Who owns the Heroes & Icons network?,en,1.422,0.0,0.333,0.571,2.197,0,4.523,tydi
korean_content_11520,최초로 우주에 간 인간 이외의 생물은 무엇인가?,ko,2.184,1.0,0.3,1.0,2.197,0,6.681,tydi
english_polar_560,Are red wolves endangered?,en,-0.17,0.0,0.0,0.75,1.792,1,2.372,tydi
japanese_content_6605,炭素の発見者は誰？,ja,-0.19,0.0,0.0,0.5,2.079,0,2.389,tydi
japanese_polar_492,毛皮貿易は禁止された？,ja,-0.553,0.0,0.2,0.429,2.197,1,2.273,tydi
russian_content_12488,Кто сыграл Александра Невского в фильме «Алекса́ндр Не́вский»?,ru,0.49,0.0,0.5,0.75,2.485,0,4.225,tydi
arabic_content_7907,متى صدرت سلسلة الروايات الخيالية (ما وراء الطبيعة)؟,ar,1.2,0.0,0.333,0.625,2.485,0,4.643,tydi
indonesian_content_9465,Kapan serial Transformers pertama kali tayang ?,id,-0.781,0.0,0.5,1.0,2.079,0,2.798,tydi
russian_polar_1541,Красноя́рская ГЭС- плотинная ГЭС?,ru,-0.5,0.0,0.0,1.0,1.792,1,2.292,tydi
russian_polar_94,Могут ли жители Южной Кореи посещать Северную Корею?,ru,0.5,1.0,0.4,0.875,2.303,1,5.078,tydi
english_content_6205,How many items are in the Hermitage museum collection?,en,0.422,0.0,0.0,0.667,2.398,0,3.487,tydi
indonesian_content_6499,Siapa yang menciptakan Bismarck?,id,-0.781,1.0,0.333,0.5,1.792,0,2.844,tydi
english_content_985,When was Syracuse founded by the Greeks?,en,-0.578,0.0,0.667,0.571,2.197,0,2.857,tydi
english_polar_322,Did the Royal Observer Corps serve in World War II?,en,-0.17,0.0,0.4,0.6,2.485,1,3.315,tydi
finnish_polar_161,Onko Jerusalemissa aavikkoa?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
english_polar_126,Do Oscar winners get money?,en,-0.17,0.0,0.4,0.8,1.946,1,2.976,tydi
indonesian_content_11044,Siapakah yang memperkenalkan istilah Sekularisme pertama kali ?,id,1.219,1.0,0.333,0.625,2.303,0,5.48,tydi
russian_content_3499,Сколько выпустили танков «Тигр» за годы производства?,ru,-0.51,0.0,0.333,0.714,2.398,0,2.935,tydi
indonesian_content_11582,Ada berapa jumlah bentuk molekul?,id,0.219,0.0,0.167,1.0,1.946,0,3.332,tydi
russian_content_12622,Сколько есть видов патронов по конструкции гильзы?,ru,1.49,0.0,0.167,0.714,2.197,0,4.568,tydi
english_content_2545,Who first measured the speed of light?,en,0.422,0.0,0.5,0.571,2.197,0,3.69,tydi
finnish_content_4113,Kuinka monessa maassa Metsä Group -konserni toimii?,fi,0.949,0.0,0.333,0.857,2.197,0,4.336,tydi
finnish_polar_707,Voiko paavi vaikuttaa toisten maiden asioihin?,fi,1.15,0.0,0.333,0.667,2.079,1,4.229,tydi
finnish_polar_1398,Onko Brasilialla saaria?,fi,-0.85,0.0,0.0,0.667,1.609,1,1.426,tydi
russian_polar_533,Устраивали ли официальные футбольные матчи во время Второй Мировой войны?,ru,0.5,0.0,0.6,0.8,2.485,1,4.385,tydi
japanese_polar_475,UDトラックスはトラックの製造に特化した会社？,ja,1.447,1.0,0.2,0.545,2.565,1,5.757,tydi
arabic_polar_1509,هل كان ميلتون فريدمان مستشارًا للرئيس الجمهوري رونالد ريغان؟,ar,1.175,0.0,0.333,0.4,2.485,1,4.393,tydi
korean_content_3630,목성의 평균 지름은 얼마인가요?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176,tydi
korean_content_10153,콩테는 누가 발명했나요?,ko,-1.816,0.0,0.4,0.667,1.609,0,0.86,tydi
indonesian_content_4335,kapankah klub bola manchester united didirikan?,id,1.219,0.0,0.333,0.857,2.197,0,4.606,tydi
indonesian_polar_206,Apakah Windows Explorer menggunakan Nama NetBIOS?,id,-0.482,0.0,0.75,0.857,2.197,1,3.322,tydi
indonesian_content_1179,berapakah jumlah orangutan yang amsih ada tahun 2015?,id,0.219,0.0,0.5,0.667,2.398,0,3.784,tydi
finnish_polar_1704,"Oliko Reino Oittinen suomalaisen peruskoulun ""isä""?",fi,0.15,0.0,0.0,0.833,2.303,1,3.286,tydi
finnish_content_12444,Milloin Erich Fromm kuoli?,fi,-0.051,0.0,0.333,1.0,1.792,0,3.074,tydi
japanese_polar_429,スティーブン・ウルフラムは大学で研究をした？,ja,-0.553,0.0,0.6,0.5,2.485,1,3.032,tydi
english_content_8962,What is the poverty rate in Oaxaca?,en,0.422,0.0,0.0,0.429,2.197,0,3.048,tydi
russian_polar_1416,Является ли Троицкий храм в Пскове самым древним храмом России?,ru,0.5,0.0,0.6,0.7,2.485,1,4.285,tydi
russian_content_4428,Сколько было снято эпизодов канадского фантастического телесериала «Земля:,ru,0.49,0.0,0.333,0.75,2.398,0,3.971,tydi
japanese_polar_1287,年次有給休暇は契約社員にも該当しますか？,ja,-0.553,0.0,0.6,0.455,2.565,1,3.067,tydi
indonesian_polar_240,apakah Sunan Kudus pernah menikah?,id,-0.482,0.0,0.75,0.833,2.079,1,3.18,tydi
korean_polar_224,신사는 일본에서 신령을 모시는 곳인가요?,ko,-1.136,1.0,0.5,1.0,1.946,1,3.31,tydi
japanese_polar_1242,『アンドレイ・ルブリョフ』は映画の賞を受賞しましたか？,ja,0.447,0.0,0.6,0.385,2.833,1,4.265,tydi
finnish_content_8494,Missä Italian sosialistinen puolue perustettiin?,fi,-0.051,0.0,0.333,0.8,1.946,0,3.028,tydi
finnish_content_5282,Milloin käytiin Narvikin taistelu?,fi,-0.051,0.0,0.333,1.0,1.792,0,3.074,tydi
english_polar_616,Is there a cure for human herpesvirus 6?,en,0.83,0.0,0.4,0.5,2.303,1,4.033,tydi
finnish_content_7131,Kuka keksi liikennevalot?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
russian_content_3667,Когда появилась династия Шуваловых?,ru,-0.51,0.0,0.333,1.0,1.792,0,2.615,tydi
russian_polar_1075,Нужна ли русским виза в Истонию в 2019 году?,ru,0.5,0.0,0.0,0.667,2.398,1,3.565,tydi
russian_content_5859,Когда был основан город Брест?,ru,-0.51,0.0,0.5,0.8,1.946,0,2.736,tydi
finnish_content_10035,Milloin Mosambik itsenäistyi?,fi,-1.051,0.0,0.333,1.0,1.609,0,1.891,tydi
arabic_polar_601,هل يمكن إنتاج الفودكا من تخمير البطاطا؟,ar,0.175,0.0,0.167,0.571,2.197,1,3.11,tydi
indonesian_polar_175,Apakah Tuberkulosis dapat menular?,id,-0.482,0.0,0.5,0.6,1.946,1,2.564,tydi
english_content_833,What does a shipyard do?,en,-0.578,0.0,0.333,0.4,1.946,0,2.101,tydi
indonesian_polar_470,Apakah Balon Lebaran Ponorogo berbahaya?,id,0.518,0.0,0.5,0.833,2.079,1,3.93,tydi
japanese_polar_1086,元禄文化の時代に、戦争はありましたか？,ja,0.447,0.0,0.6,0.455,2.639,1,4.141,tydi
indonesian_content_3656,Siapakah pemeran utama Si Buta Lawan Jaka Sembung?,id,3.219,0.0,0.0,0.778,2.398,0,6.395,tydi
finnish_content_1446,Kuka oli Aleksandr Solzhenitsyn?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
russian_content_153,Когда был основан КПСС?,ru,-1.51,0.0,0.5,0.75,1.792,0,1.532,tydi
indonesian_polar_209,apakah Ordnungspolizei bekerja dibawah Nazi?,id,-0.482,0.0,0.75,0.667,2.079,1,3.014,tydi
english_polar_188,Is there a national football league in India?,en,0.83,0.0,0.4,0.625,2.303,1,4.158,tydi
finnish_content_2113,Milloin Stanley Kubrick syntyi?,fi,-0.051,0.0,0.333,1.0,1.792,0,3.074,tydi
russian_polar_363,В честь Сатта́р Бахлу́л оглы Бахлулзаде́ названа улица в Баку?,ru,0.5,0.0,0.4,0.8,2.485,1,4.185,tydi
russian_content_10215,В каком году Владимир был столицей России?,ru,-0.51,0.0,0.0,0.571,2.197,0,2.258,tydi
finnish_polar_784,"Onko Cheekin ""Sokka irti"" -kappale Keko Salatan tuotantoa?",fi,2.15,0.0,0.0,0.875,2.485,1,5.51,tydi
english_polar_87,Is Lindsay Wagner still alive?,en,-0.17,0.0,0.0,0.8,1.946,1,2.576,tydi
japanese_polar_262,日本で梅毒の感染者は増加していますか？,ja,0.447,1.0,0.4,0.5,2.773,1,5.12,tydi
japanese_content_6158,赤穂事件のきっかけは何？,ja,-0.19,0.0,0.0,0.5,2.079,0,2.389,tydi
russian_polar_1273,Есть ли сообщество по рестлингу в России?,ru,0.5,0.0,0.4,0.571,2.197,1,3.668,tydi
english_content_2092,How do you enter shooting competitions?,en,-0.578,0.0,0.5,0.667,2.079,0,2.668,tydi
english_polar_115,Does the The Council for Mutual Economic Assistance still exist?,en,0.83,0.0,0.4,0.6,2.485,1,4.315,tydi
indonesian_polar_363,bisakah semut berkomunikasi?,id,-1.482,0.0,0.5,0.5,1.792,1,1.31,tydi
russian_polar_1025,Выпускают в Московском государственном техническом университете гражданской авиации пилотов?,ru,0.5,0.0,0.4,0.889,2.398,1,4.187,tydi
russian_polar_612,Есть ли музей Ферна́ндо Анто́нио Ноге́йра Пессо́а в его родном городе?,ru,0.5,0.0,0.4,0.727,2.565,1,4.192,tydi
indonesian_polar_254,apakah berbicara kepada diri sendiri termasuk salah satu bentuk Komunikasi intrapribadi ?,id,1.518,1.0,0.5,0.583,2.639,1,6.24,tydi
indonesian_content_8054,berapakah jumlah bandara di Singapura ?,id,-0.781,0.0,0.0,0.667,2.079,0,1.965,tydi
japanese_content_6610,ポセイドーンの性別は何？,ja,-0.19,0.0,0.0,0.4,1.946,0,2.156,tydi
russian_content_7309,В каком году происходит действие в произведении «По́весть о Светоми́ре царе́виче» ?,ru,2.49,0.0,0.333,0.636,2.708,0,6.167,tydi
japanese_content_6573,日本がフィリピンを植民地化したのはいつ,ja,-0.19,2.0,0.417,0.364,2.485,0,5.076,tydi
arabic_polar_2396,هل تتحدث الجزائر اللغة الفرنسية ؟,ar,-0.825,0.0,0.333,0.8,1.946,1,2.254,tydi
russian_polar_1645,Была ли би́тва за Иводзи́му сухопутной операцией?,ru,0.5,0.0,0.0,0.571,2.197,1,3.268,tydi
english_polar_846,Is the Thames a canal?,en,-0.17,0.0,0.0,0.4,1.946,1,2.176,tydi
arabic_polar_569,هل يوجد جسر بحري يربط بين فرنسا و إيطاليا؟,ar,2.175,1.0,0.25,0.444,2.398,1,6.267,tydi
english_polar_999,Is yak milk available in the USA?,en,-0.17,0.0,0.0,0.571,2.197,1,2.598,tydi
russian_polar_5,Дэвид Марк Моррисси играл в театре?,ru,-0.5,0.0,0.4,0.833,2.079,1,2.812,tydi
arabic_content_12715,ما هي الامبراطورية التي لا تغيب عنها الشمس؟,ar,1.2,1.0,0.667,0.333,2.398,0,5.598,tydi
russian_content_3783,Какой император отменил крепостное право в России?,ru,-0.51,0.0,0.5,0.714,2.197,0,2.901,tydi
japanese_content_989,台湾で最も歴史のある文学作品は何,ja,-0.19,1.0,0.333,0.6,2.398,0,4.141,tydi
russian_polar_953,Бывают ли тайфуны в России?,ru,-0.5,0.0,0.6,0.6,1.946,1,2.646,tydi
english_content_4248,What aircraft is used as a fighter-bomber?,en,-0.578,0.0,0.5,0.5,2.398,0,2.82,tydi
korean_polar_335,오토 레하겔은 언제 키커스 오펜바흐의 감독을 맡았나요?,ko,-0.136,0.0,0.75,1.0,2.197,1,3.811,tydi
japanese_polar_1094,『ザ・シンプソンズ』は子供向けアニメ？,ja,-0.553,0.0,0.0,0.714,2.398,1,2.559,tydi
korean_content_3575,2019년 상반기 리버풀의 감독은 누구인가?,ko,0.184,0.0,0.4,1.0,1.946,0,3.53,tydi
finnish_polar_76,Onko Grenadaan iskenyt useita tuhoisia hurrikaaneja?,fi,0.15,0.0,0.333,0.833,2.079,1,3.395,tydi
indonesian_content_1736,Siapa istri kedua Kaisar Gojong?,id,0.219,0.0,0.0,0.8,1.946,0,2.965,tydi
english_polar_1021,Does Buffy's sister come back?,en,-0.17,0.0,0.4,0.8,1.946,1,2.976,tydi
korean_polar_94,그리스어는 2019년에도 사용하는 나라가 있는가?,ko,-0.136,1.0,0.25,1.0,1.946,1,4.06,tydi
arabic_content_4938,كم كان عمر ستيفن هوكينغ عندما أصيب بمرض العصبون الحركي؟,ar,1.2,1.0,0.333,0.455,2.565,0,5.553,tydi
korean_content_7130,센고쿠 시대는 언제 끝나나요?,ko,-0.816,0.0,0.4,1.0,1.792,0,2.376,tydi
english_content_5591,What do modern day Egyptians speak?,en,0.422,0.0,0.333,0.667,2.079,0,3.501,tydi
japanese_polar_1096,核兵器を開発したの科学者は誰ですか？,ja,1.447,1.0,0.4,0.385,2.708,1,5.94,tydi
indonesian_polar_29,Apakah lagenda Robin Hood berasal dari Nottingham?,id,0.518,0.0,0.75,0.75,2.303,1,4.321,tydi
korean_polar_252,근육에 자극을 가하면 먼저 근섬유 막에 흥분이 생기나요?,ko,-1.136,0.0,1.0,0.875,2.303,1,3.042,tydi
indonesian_polar_353,Adakah Iran termasuk dalam Liga Arab?,id,0.518,1.0,0.5,0.714,2.197,1,4.929,tydi
english_polar_223,Is percutaneous coronary intervention safe?,en,-0.17,0.0,0.0,0.8,1.946,1,2.576,tydi
russian_polar_1087,Могут ли мужчины передавать ген гемофилии?,ru,0.5,1.0,0.4,0.833,2.079,1,4.812,tydi
finnish_content_761,Milloin samuraiperinne kehittyi?,fi,-1.051,0.0,0.333,1.0,1.609,0,1.891,tydi
english_content_7940,How many train stops are in Sydney?,en,0.422,0.0,0.0,0.714,2.197,0,3.333,tydi
japanese_content_4901,観応の擾乱で勝った陣営は何？,ja,1.81,1.0,0.167,0.5,2.485,0,5.962,tydi
finnish_content_2686,Missä Drayson Bowman aloitti ammattilaisuransa?,fi,-0.051,0.0,0.5,0.8,1.946,0,3.195,tydi
indonesian_content_8507,Ada berapa dewa yang dipercaya oleh masyrakat Hindu ?,id,1.219,1.0,0.25,0.75,2.303,0,5.522,tydi
finnish_content_6433,Mitä tarkoittaa esseisti?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
korean_content_8999,호주의 2019년 지도자는 누구인가?,ko,-0.816,0.0,0.2,1.0,1.792,0,2.176,tydi
russian_content_7425,Как зовут первую женщину капитана корабля в России?,ru,1.49,0.0,0.333,0.875,2.303,0,5.001,tydi
korean_polar_322,신토는 일본의 민속 신앙인가요?,ko,-2.136,0.0,0.75,1.0,1.792,1,1.406,tydi
japanese_content_3446,レムゴー最大の大学は何？,ja,-0.19,0.0,0.0,0.5,2.079,0,2.389,tydi
indonesian_content_11472,Siapa pendiri Institut Leimena?,id,0.219,0.0,0.0,0.75,1.792,0,2.761,tydi
japanese_content_6168,ツマグロの名称の由来は何,ja,0.81,0.0,0.0,0.429,2.079,0,3.318,tydi
english_content_6692,What is the culture of Asia?,en,0.422,0.0,0.0,0.333,2.079,0,2.834,tydi
english_polar_104,Is there any cancer treatments?,en,-0.17,0.0,0.4,0.6,1.946,1,2.776,tydi
japanese_polar_1138,通信講座によっても 教職課程の単位を取得することはできますか？,ja,2.447,1.0,0.267,0.5,2.996,1,7.21,tydi
japanese_content_6037,フランドル派の先駆者はだれ？,ja,-1.19,0.0,0.0,0.571,2.197,0,1.578,tydi
japanese_polar_605,自転車は歩道を走ってもいいですか？,ja,-0.553,0.0,0.8,0.364,2.565,1,3.176,tydi
indonesian_polar_33,apakah Teori modernisasi adalah teori dari Ilmu sosial?,id,-0.482,0.0,0.0,0.667,2.398,1,2.583,tydi
finnish_polar_1919,Voiko metanolin juomisesta kuolla?,fi,0.15,0.0,0.167,0.75,1.792,1,2.859,tydi
japanese_polar_242,日本で蒸気機関車が導入されたことはある？,ja,-0.553,1.0,0.3,0.538,2.708,1,3.993,tydi
finnish_content_4164,Mistä Counter-Strike pelin nimi tulee?,fi,-0.051,0.0,0.333,0.8,1.946,0,3.028,tydi
arabic_polar_2390,هل إسبدلت شبكات التواصل الإجتماعي التسويق التقليدي ؟,ar,0.175,0.0,0.25,0.778,2.398,1,3.601,tydi
japanese_polar_500,日本アマチュア将棋連盟の大会はある？,ja,0.447,0.0,0.2,0.75,2.303,1,3.7,tydi
indonesian_content_11618,Siapakah ketua Mahkamah Konstitusi Republik Indonesia yang pertama?,id,2.219,0.0,0.0,0.667,2.398,0,5.284,tydi
japanese_content_12,心は心臓にあると広く信じられていた理由は何,ja,0.81,1.5,0.278,0.467,2.773,0,5.828,tydi
russian_content_4,Группа The Clash включена в американский зал славы рок-н-рола?,ru,0.49,0.0,0.333,0.667,2.398,0,3.888,tydi
korean_polar_376,초신성 발견은 국제천문연맹(IAU)의 중앙천문전보국(CBAT)로 보고되나요?,ko,-0.136,0.0,0.5,0.556,2.565,1,3.485,tydi
arabic_content_9259,ما هو الصمام ثلاثي الشرف؟,ar,0.2,0.0,0.0,0.6,1.946,0,2.746,tydi
korean_content_9227,세상에서 가장 비싼 원료는 무엇인가?,ko,0.184,0.0,0.2,1.0,1.946,0,3.33,tydi
russian_polar_912,Викто́рия Фёдоровна была счастлива во втором браке?,ru,-0.5,0.0,0.0,0.714,2.197,1,2.411,tydi
japanese_content_5254,ボストン・ラテン・スクールの設立者はだれ,ja,-1.19,0.0,0.0,0.5,2.398,0,1.708,tydi
arabic_polar_1128,هل توجد اسلحة كهرومغناطيسية؟,ar,-0.825,0.0,0.333,0.75,1.792,1,2.05,tydi
russian_polar_1688,До́миник Га́шек занимается благотворительностью?,ru,-0.5,0.0,0.4,1.0,1.792,1,2.692,tydi
english_content_8384,What is the surface area of Lake Baikal?,en,1.422,0.0,0.0,0.5,2.303,0,4.225,tydi
finnish_content_9150,Mikä seura varasi Ludvig Rensfeldtin toisella kierroksella 35. pelaajana NHL:n varaustilaisuudessa 2010?,fi,0.949,0.0,0.667,0.833,2.639,0,5.088,tydi
russian_content_4167,Кто являлся представителем русофилов в литературе?,ru,0.49,0.0,0.333,0.667,2.079,0,3.569,tydi
russian_polar_734,Можно полностью излечить гипертони́ю?,ru,-0.5,1.0,0.3,1.0,1.792,1,3.592,tydi
korean_content_10209,태백산맥이란 영화의 감독은 누구인가요?,ko,0.184,1.0,0.1,1.0,1.792,0,4.076,tydi
russian_content_7932,Через сколько областей России протекает Волга?,ru,-0.51,0.0,0.333,0.667,2.079,0,2.569,tydi
japanese_content_3481,ヌーレッディン・パシャの軍人としての最終階位は何,ja,0.81,0.0,0.0,0.385,2.639,0,3.834,tydi
arabic_content_18404,من هو مؤسس حزب الاشتراكي اليمني؟,ar,-0.8,0.0,0.0,0.667,2.079,0,1.946,tydi
korean_content_3130,프리드리히 2세의 후임자는 누구인가요?,ko,0.184,0.0,0.2,0.75,1.792,0,2.926,tydi
korean_polar_268,"그래핀의 결정 구조는, 한 꼭짓점에 세 개의 결합이 붙는 원자 구조(sp2 결합)에 의해 육각형 형태의 연결이 2차원 방향으로 뻗어나간 모양을 하나요?",ko,4.864,1.0,0.583,0.783,3.258,1,10.488,tydi
english_polar_542,Is Drake Hogestyn married?,en,-0.17,0.0,0.4,0.75,1.792,1,2.772,tydi
russian_content_4025,Как зовут главного героя в Diablo III?,ru,-0.51,0.0,0.5,0.714,2.197,0,2.901,tydi
arabic_polar_2006,هل يمكن إضافة خاصية الألوان في لغة الاتش تي ام ال؟,ar,1.175,0.0,0.167,0.455,2.565,1,4.362,tydi
arabic_content_11883,متى تأسست جمعية الاتحاد العثماني؟,ar,0.2,0.0,0.333,0.8,1.946,0,3.279,tydi
russian_polar_1485,Джефферсон Финис Дэвис был обвинен в государственной измене?,ru,-0.5,0.0,0.6,0.75,2.303,1,3.153,tydi
russian_content_7323,Сколько звуков в английском языке?,ru,0.49,0.0,0.0,0.6,1.946,0,3.036,tydi
arabic_content_6786,متى تأسست القطيف ؟,ar,-1.8,0.0,0.333,0.667,1.609,0,0.809,tydi
english_polar_122,Is Iftah Ya Simsim still alive?,en,-0.17,0.0,0.0,0.833,2.079,1,2.742,tydi
japanese_content_1766,タイムトラベルの概念を最初に取り扱った小説は何？,ja,1.81,1.0,0.333,0.5,2.639,0,6.282,tydi
japanese_content_4970,お金の発祥地はどこ？,ja,-0.19,0.0,0.0,0.571,2.197,0,2.578,tydi
japanese_content_6282,平安時代の都はどこ,ja,-0.19,0.0,0.0,0.5,1.946,0,2.256,tydi
russian_polar_1027,Обязательна ли военная служба в Израиле для женщин?,ru,0.5,0.0,0.0,0.625,2.303,1,3.428,tydi
indonesian_content_8282,Kapan Penghormatan Leluhur perlu dilakukan?,id,-0.781,0.0,0.5,1.0,1.946,0,2.665,tydi
russian_content_1181,Когда закончилась война в Афганистане?,ru,0.49,0.0,0.333,0.8,1.946,0,3.569,tydi
finnish_content_5105,Mikä on Arrajärven pinta-ala?,fi,-0.051,0.0,0.0,0.5,1.792,0,2.241,tydi
japanese_polar_312,マーベル・コミックのミュータントは人間？,ja,0.447,0.0,0.0,0.5,2.197,1,3.144,tydi
english_content_1623,What was the first home computer released by Texas Instruments?,en,1.422,1.0,0.167,0.6,2.485,0,5.674,tydi
japanese_content_4951,最古のペルシア文学は何？,ja,-0.19,0.0,0.0,0.5,2.079,0,2.389,tydi
russian_content_12226,Как звали главного бога ацтеков?,ru,-0.51,0.0,0.333,1.0,1.946,0,2.769,tydi
russian_polar_946,Можно ли отнести серию романов «Ведьмак» к жанру фэнтези?,ru,1.5,1.0,0.4,0.778,2.565,1,6.243,tydi
english_polar_382,Was William O'Brien married?,en,-0.17,0.0,0.2,0.75,1.792,1,2.572,tydi
arabic_polar_945,هل لعملية التبرع بالدم انعكاسات جيدة على الصحة؟,ar,0.175,0.0,0.0,0.6,2.485,1,3.26,tydi
indonesian_polar_439,apakah Sidik jari setiap manusia berbeda?,id,-0.482,1.0,0.0,0.714,2.197,1,3.429,tydi
english_content_7905,When was the Provisional Government of the Republic of Korea formed?,en,2.422,1.0,0.333,0.545,2.565,0,6.865,tydi
arabic_content_10139,أين ولد جان سيبيليوس ؟,ar,-0.8,0.0,0.333,0.25,1.792,0,1.575,tydi
arabic_content_14758,كم دامت ثورة السنوات الست في تاريخ إسبانيا المعاصر؟,ar,0.2,0.0,0.5,0.556,2.398,0,3.654,tydi
russian_content_1715,Где жили гладиаторы?,ru,-1.51,0.0,0.333,1.0,1.609,0,1.432,tydi
english_polar_730,Is there a Ekiden championship?,en,-0.17,0.0,0.4,0.6,1.946,1,2.776,tydi
finnish_content_13115,Mitä tarkoittaa ruhtinas?,fi,-1.051,0.0,0.333,0.667,1.609,0,1.558,tydi
korean_polar_118,"유대교, 기독교, 그리고 이슬람교의 교리에서는 전지전능한 유일신이 세계를 창조했다고 주장하나요?",ko,1.864,0.0,0.333,0.9,2.639,1,5.736,tydi
english_content_2358,How can Prince Henry become a King?,en,-0.578,0.0,0.5,0.714,2.197,0,2.833,tydi
japanese_polar_725,カルチュラル・スタディーズ を学位コースに設置する大学はある？,ja,1.447,1.0,0.3,0.583,2.639,1,5.969,tydi
arabic_polar_682,هل يعيش دوري أوراسي في أوروبا؟,ar,-0.825,0.0,0.333,0.5,2.079,1,2.087,tydi
english_content_8176,When is the next game between OSU and UT?,en,1.422,0.0,0.0,0.556,2.398,0,4.376,tydi
japanese_content_4974,『ダイバージェント 異端者』の主人公の職業は何？,ja,0.81,0.0,0.0,0.6,2.639,0,4.049,tydi
