unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,lang_norm_complexity_score,complexity_score_destroyed
finnish_content_14381,Kuinka monta kautta Supernatural -sarjaa on kuvattu?,fi,0.173,0.333,0.0,0.5,0.643,0.235,0,1.884,0.4731552499338799,0.1930706162390902
japanese_content_1410,世界における脱毛の起源はいつ,ja,0.231,0.286,0.5,0.0,0.386,0.25,0,1.653,0.4177040110650069,0.14142461964038724
arabic_polar_946,هل تميز الحشرات الألوان؟,ar,0.0,0.143,0.0,0.167,0.844,0.056,1,1.209,0.3340523882896764,0.16425269645608628
japanese_content_3313,プロテインキナーゼAが初めて確認されたのはいつ,ja,0.335,0.286,0.5,0.667,0.258,0.35,0,2.396,0.6746196403872751,0.365491009681881
english_polar_166,Can you cut a nerve fiber?,en,0.183,0.25,0.0,0.4,0.312,0.231,1,1.376,0.31363486299108617,0.2713766919775504
english_polar_1091,Do taxes pay for roads in USA?,en,0.19,0.25,0.0,0.6,0.411,0.308,1,1.759,0.44007923407065036,0.06338725652030373
finnish_polar_1329,Minkä puolueen politikko suuri Mirabeau oli?,fi,0.038,0.5,0.0,0.0,0.5,0.231,1,1.269,0.3104998677598519,0.1756149166887067
finnish_polar_193,Uskoivatko mayat Jumalaan tai Jeesukseen?,fi,0.095,0.5,0.0,0.333,0.7,0.154,1,1.782,0.4461782597196509,0.16424226395133565
indonesian_content_2796,Siapa yang memenangi Pengepungan Baler?,id,0.046,0.222,0.5,0.333,0.467,0.118,0,1.686,0.3283538371411833,0.42179261862917394
english_polar_528,Can AI build cars?,en,0.076,0.0,0.0,0.4,0.312,0.077,1,0.866,0.14526246285902938,0.15153516011885113
indonesian_polar_467,Apakah bakteri tidak baik bagi tubuh manusia?,id,0.096,0.5,0.0,0.0,0.375,0.5,1,1.471,0.265377855887522,0.622729935559461
finnish_content_9985,Kuka valittiin USA presidentiksi Ronald Reaganin jälkeen?,fi,0.115,0.167,0.0,0.667,0.643,0.235,0,1.827,0.45807987304945785,0.2644802962179318
arabic_content_19768,ما هو التخطيط الاستراتيجي ؟,ar,0.105,0.125,0.0,0.0,0.5,0.059,0,0.789,0.20462249614791989,0.3007704160246533
finnish_content_5002,Mitä Rico Fata tekee nykyisin CIHL-junioriliigassa?,fi,0.138,0.167,0.0,0.667,0.792,0.176,0,1.94,0.48796614652208414,0.48056069822798203
finnish_content_10311,Mikä oli segan ensimmäinen konsoli?,fi,0.13,0.333,0.0,0.0,0.5,0.118,0,1.081,0.26077757207088076,0.1322401481089659
finnish_polar_1271,Taalintehtaan historiallisen teollisuusalueen valtakunnallisesti merkittäväksi rakennetuksi kulttuuriympäristöksi?,fi,0.127,0.5,0.5,0.167,1.0,0.308,1,2.601,0.662787622322137,0.23829674689235655
japanese_polar_813,社会主義は宗教を否定しない？,ja,0.108,0.167,0.0,0.4,0.286,0.217,1,1.178,0.2534578146611341,0.3219225449515905
arabic_content_4555,من هي نانسي بيلوسي ؟,ar,0.105,0.125,0.0,0.0,0.0,0.059,0,0.289,0.05053929121725731,0.41602465331278893
japanese_content_226,星野 長太郎の出身地はどこ,ja,0.135,0.143,0.0,0.0,0.586,0.15,0,1.014,0.19674965421853385,0.44467496542185336
english_polar_263,Is Chinese food considered fast food?,en,0.137,0.25,0.0,0.6,0.771,0.231,1,1.989,0.5160118851105976,0.19016176956091121
finnish_polar_1606,Onko Linnanmäen huvipuistossa peilitaloa?,fi,0.063,0.0,0.0,0.0,0.625,0.077,1,0.765,0.1772017984660143,0.6381909547738693
indonesian_polar_1,Apakah Bosun sama dengan Nahkoda kapal?,id,0.127,0.25,0.0,0.0,0.524,0.4,1,1.3,0.21528998242530759,0.11423550087873462
arabic_polar_2323,هل كانت أمريكا الجنوبية وافريقيا قارة واحدة ثم انفصلت؟,ar,0.619,0.286,0.0,0.333,0.562,0.389,1,2.189,0.636055469953775,0.5540832049306625
korean_polar_109,"가톨릭교회의 4대 교리는 천주존재(天主存在), 삼위일체(三位一體), 상선벌악(賞善罰惡), 강생구속(降生救贖)인가요?",ko,1.0,0.125,0.0,1.0,1.0,0.356,1,3.481,0.7812332439678285,0.1638069705093834
korean_content_8876,일본에서 가장 긴 성씨는 무엇인가?,ko,0.083,0.2,0.0,0.2,1.0,0.051,0,1.535,0.2595174262734585,0.28418230563002683
indonesian_content_7194,Kapan satuan Furlong pertama digunakan?,id,0.276,0.111,0.0,0.333,1.0,0.118,0,1.838,0.3728763913298184,0.3377270064440539
russian_polar_1166,Посещал ли Э́дгар А́ллан По Россию?,ru,0.4,0.2,0.0,0.6,0.667,0.167,1,2.033,0.47182320441988956,0.40165745856353596
korean_content_8435,그리스의 첫번째 식민지는 어디인가요?,ko,0.111,0.1,0.0,0.2,1.0,0.026,0,1.437,0.23324396782841827,0.4831099195710457
finnish_content_10079,Mikä on Raaseporin pinta-ala?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.14414176143877283
english_content_5403,What do pallid sturgeons eat?,en,0.233,0.143,0.0,0.333,0.6,0.095,0,1.404,0.32287883790029714,0.5156817431495544
russian_polar_1622,Виктор Суворов писал о маршале Жукове?,ru,0.16,0.2,0.0,0.4,0.833,0.167,1,1.76,0.3964088397790056,0.5187845303867403
arabic_polar_1995,هل يسمح بتعدد الزوجات في الإسلام ؟,ar,0.257,0.143,0.0,0.5,0.562,0.167,1,1.629,0.46348228043143297,0.36332819722650234
english_polar_958,Is Dragon Booster still on going?,en,0.32,0.25,0.0,0.6,0.542,0.231,1,1.942,0.5004952129415648,0.31363486299108617
indonesian_polar_341,apakah dorce adalah seorang laki-laki?,id,0.506,0.25,0.0,0.0,0.167,0.3,1,1.223,0.19273579379027536,0.4182776801405976
russian_content_2841,Когда в России появился первый маммограф?,ru,0.134,0.125,0.0,0.5,0.667,0.073,0,1.499,0.32430939226519345,0.4527624309392266
arabic_content_2565,كم يبلغ عدد طبقات الارض؟,ar,0.0,0.25,0.0,0.333,0.8,0.118,0,1.501,0.4240369799691833,0.4480739599383667
english_polar_675,Are fish artificially introduced to man-made lakes?,en,0.359,0.5,0.0,0.5,0.656,0.462,1,2.477,0.6771211620997027,0.07593265103994719
korean_content_9599,콘스탄티노폴리스 공방전의 승자는 누구인가?,ko,0.0,0.2,0.0,0.2,1.0,0.026,0,1.426,0.23029490616621986,0.3911528150134048
indonesian_content_6792,Siapakah George Otto Gey?,id,0.046,0.222,0.0,0.0,0.467,0.118,0,0.853,0.0843585237258348,0.4182776801405976
english_content_4360,How long is a standard basketball court?,en,0.217,0.143,0.0,0.0,0.714,0.19,0,1.265,0.2769891053152856,0.30373060415978875
english_polar_31,Does hemp contain THC?,en,0.076,0.0,0.0,0.4,0.656,0.077,1,1.209,0.2585011554968637,0.2344007923407065
japanese_content_1136,イギリスでプロサッカーが始まったのはいつ,ja,0.231,0.286,0.5,0.667,0.211,0.25,0,2.144,0.5874827109266942,0.15421853388658366
finnish_polar_499,Oliko Suomessa arjalaisen fysiikan tutkijoita?,fi,0.095,0.5,0.0,0.0,0.7,0.154,1,1.449,0.35810632107907964,0.5398042845807988
korean_polar_204,정적 변수는 정적으로 할당되는 변수인가요?,ko,0.109,0.125,0.5,0.375,1.0,0.044,1,2.153,0.42520107238605903,0.6839142091152817
english_content_3952,What is Topology?,en,0.093,0.0,0.0,0.0,0.333,0.0,0,0.426,0.0,0.46517002310993727
korean_content_5284,교황 우르바노5세는 언제 사망하였는가?,ko,0.111,0.1,0.0,0.4,1.0,0.026,0,1.637,0.2868632707774799,0.23029490616621986
finnish_content_11121,Milloin HPK voitti ensimmäisen jääkiekon Suomen mestaruutensa?,fi,0.144,0.333,0.0,0.5,1.0,0.235,0,2.213,0.5601692673895795,0.5279026712509919
japanese_content_5907,キール条約が締結したのはいつ,ja,0.26,0.286,0.5,0.5,0.211,0.25,0,2.006,0.5397648686030427,0.20816044260027655
korean_polar_98,관도 대전의 결과로 조조군이 승리했나요?,ko,0.054,0.25,0.0,0.5,1.0,0.044,1,1.849,0.3436997319034853,0.250402144772118
japanese_content_4966,『タンホイザーとヴァルトブルクの歌合戦』を初めて演じた楽団は何？,ja,0.12,0.714,0.5,0.333,0.586,0.65,0,2.904,0.8502766251728907,0.33298755186721984
finnish_content_11778,Kuinka paljon kettu painaa?,fi,0.058,0.167,0.0,0.333,1.0,0.059,0,1.616,0.4022745305474743,0.3028299391695319
korean_content_8677,이과수 폭포는 어느 나라에 있는가?,ko,0.167,0.1,0.0,0.0,0.7,0.051,0,1.018,0.12091152815013408,0.2793565683646113
arabic_polar_737,هل عملية التنظيف العميق تسبب في تلف الأسنان ؟,ar,0.367,0.286,0.0,0.5,0.844,0.278,1,2.275,0.6625577812018489,0.36548536209553156
japanese_polar_195,インドネシアに独裁政権はあった？,ja,0.134,0.167,0.0,0.4,0.388,0.174,1,1.262,0.2825034578146611,0.17496542185338865
korean_content_2111,경기도에는 몇개의 도시가 있나요?,ko,0.222,0.1,0.0,0.4,0.625,0.026,0,1.373,0.21608579088471855,0.4951742627345846
finnish_content_5981,Mistä supikoira on kehittynyt?,fi,0.173,0.0,0.0,0.333,0.375,0.059,0,0.94,0.22348585030415236,0.0
indonesian_polar_176,Apakah Kristen mempercayai Kehidupan setelah kematian?,id,0.127,0.5,0.0,0.75,0.524,0.4,1,2.3,0.5082015231400117,0.3904510837727006
finnish_content_11911,MIssä Gunnar von Hertzen syntyi?,fi,0.259,0.167,0.0,0.333,0.75,0.118,0,1.627,0.4051838138058715,0.35255223485850307
russian_polar_1208,Были ли наводнения в Индонезии в 2018 году?,ru,0.514,0.4,0.0,0.6,0.625,0.278,1,2.417,0.5779005524861878,0.537292817679558
english_polar_95,Are mayor's elected?,en,0.114,0.0,0.0,0.4,0.542,0.0,1,1.056,0.20798943545724666,0.2327500825354903
russian_content_5924,Какая глубина максимальная Днепра?,ru,0.075,0.0,0.0,0.0,0.75,0.024,0,0.849,0.14475138121546963,0.37292817679558016
russian_content_5453,Сколько стран участвовало в Холодной войне?,ru,0.134,0.125,0.0,0.333,0.667,0.073,0,1.332,0.27817679558011055,0.1395027624309392
japanese_polar_1346,ジョン・ポール・サルトルに結婚相手はいた？,ja,0.19,0.167,0.0,0.4,0.351,0.348,1,1.455,0.34923928077455046,0.3734439834024895
japanese_content_4088,トロント・イートン・センターのオーナーは誰？,ja,0.173,0.286,0.0,0.0,0.386,0.3,0,1.145,0.24204702627939137,0.25968188105117557
russian_content_2602,Кто победил в обороне Баязета?,ru,0.056,0.125,0.0,0.333,0.6,0.049,0,1.163,0.23149171270718236,0.4596685082872929
arabic_polar_129,هل يعتبر زواج المثليين في تركيا مشرعا ؟,ar,0.429,0.286,0.0,0.5,0.643,0.222,1,2.079,0.6021571648690293,0.274884437596302
korean_polar_279,중세는 기독교 사상에 의해 시대적 통일성이 형성된 시기인가요?,ko,0.248,0.375,0.5,0.5,0.792,0.111,1,2.526,0.525201072386059,0.21662198391420914
russian_content_9238,Когда начала проводится Украиниза́ция в УССР?,ru,0.134,0.25,0.333,0.333,0.833,0.073,0,1.957,0.45082872928176804,0.4867403314917128
russian_content_11470,Где родился Ма́ксвелл?,ru,0.0,0.0,0.0,0.333,1.0,0.0,0,1.333,0.2784530386740332,0.6361878453038674
korean_content_10705,샤한샤의 의미는 무엇인가?,ko,0.0,0.1,0.0,0.2,1.0,0.0,0,1.3,0.19651474530831103,0.18284182305630034
indonesian_polar_399,kapankah Naruto masuk dalam siaran tv Indonesia?,id,0.096,0.5,0.0,0.75,0.583,0.5,1,2.43,0.5462800234329233,0.3957234915055653
indonesian_polar_158,Apakah buah kosambi bisa dimakan ?,id,0.422,0.25,0.0,0.5,0.444,0.3,1,1.916,0.3957234915055653,0.11218512009373169
finnish_polar_1367,Onko Sabotaasi elokuvan pommikohtaus yksi Hitchcockin uran kiistellyimmistä kohtauksista?,fi,0.166,0.75,0.0,0.0,0.667,0.462,1,2.044,0.5154720973287491,0.4601957154192013
indonesian_content_4654,Dimana Kekaisaran Trebizond didirikan?,id,0.184,0.111,0.0,0.333,0.667,0.059,0,1.354,0.2311072056239016,0.35559461042765084
english_content_2857,Who was King Louis-Phillipe's wife?,en,0.465,0.286,0.0,0.0,0.571,0.238,0,1.56,0.37438098382304397,0.4318256850445692
indonesian_content_4991,Berapa jenis etnis dalam Suku Bantu?,id,0.074,0.111,0.0,0.0,0.778,0.176,0,1.139,0.1681312243702402,0.3283538371411833
english_content_3776,What percentage of people are born blind?,en,0.124,0.286,0.0,0.5,0.571,0.19,0,1.672,0.41135688345988775,0.2228458237041928
korean_content_10531,영국의 초대왕은 누구인가?,ko,0.0,0.1,0.0,0.2,1.0,0.0,0,1.3,0.19651474530831103,0.2595174262734585
english_content_7833,When was Tasmania first colonized?,en,0.279,0.0,0.0,0.667,0.8,0.095,0,1.841,0.4671508748761968,0.4387586662264774
english_polar_375,Did mammals exist alongside dinosaurs?,en,0.114,0.25,0.0,0.4,0.45,0.154,1,1.368,0.3109937273027402,0.44701221525255863
arabic_content_15547,متى دارت أحداث معركة رأس العش؟,ar,0.0,0.375,0.0,0.333,0.833,0.176,0,1.718,0.4909090909090909,0.8224961479198767
english_polar_860,Is Fist of the North Star on going?,en,0.555,0.5,0.0,0.6,0.312,0.385,1,2.352,0.6358534169692968,0.3892373720699901
korean_content_8417,역사상 가장 많은 나라의 식민지배를 받았던 나라는 어디인가?,ko,0.19,0.5,0.5,0.3,1.0,0.128,0,2.619,0.5501340482573729,0.4603217158176944
japanese_polar_739,漫画『ファイブスター物語』はＳＦ作品？,ja,0.211,0.167,0.0,0.0,0.762,0.217,1,1.357,0.3153526970954356,0.6905255878284924
arabic_content_8189,من هو الإمام الثالث عند الشيعة؟,ar,0.189,0.125,0.0,0.0,0.5,0.176,0,0.991,0.26687211093990754,0.2696456086286595
finnish_polar_1357,Oliko oikeustapauksessa keskeinen kysymys Internet Explorer -selaimen liittäminen Windows-käyttöjärjestelmän mukaan?,fi,0.148,0.75,0.0,0.0,0.7,0.538,1,2.136,0.5398042845807988,0.5628140703517588
russian_polar_641,Обязательно ли психиатрическое обследование в России при приеме на работу учителем?,ru,0.48,0.4,0.0,0.0,0.636,0.444,1,1.961,0.45193370165745866,0.5455801104972375
japanese_polar_491,FCM1Aは実際に使用された？,ja,0.169,0.167,0.0,0.4,0.221,0.348,1,1.304,0.29702627939142456,0.23236514522821572
russian_polar_1607,Ядовиты ли динофи́товые во́доросли?,ru,0.267,0.2,0.0,0.0,0.75,0.056,1,1.272,0.2616022099447514,0.4342541436464089
russian_polar_1537,Есть ли в России либерализм?,ru,0.5,0.2,0.0,0.6,0.6,0.111,1,2.011,0.4657458563535912,0.43812154696132605
finnish_content_222,Miksi Neuvostoliitolla oli talousongelmia?,fi,0.058,0.0,0.0,0.0,0.688,0.059,0,0.804,0.18751653001851365,0.701930706162391
english_polar_937,Do the Philippines have night markets?,en,0.137,0.25,0.0,0.4,0.542,0.231,1,1.56,0.37438098382304397,0.44701221525255863
indonesian_polar_4,apakah Plato hidup di zaman yang sama dengan Aristoteles?,id,0.244,0.5,0.0,0.75,0.333,0.7,1,2.527,0.5746924428822496,0.6195079086115993
russian_polar_879,«Лос-Анджелес Лейкерс» был чемпионом НБА?,ru,0.3,0.2,0.0,0.0,0.8,0.222,1,1.522,0.3306629834254144,0.925414364640884
indonesian_polar_283,Apakah candi Borobudur candi agama Hindu?,id,0.056,0.5,0.0,0.0,0.762,0.4,1,1.718,0.3377270064440539,0.6344463971880492
russian_polar_510,Входят ли Голанские высоты в состав Палестины?,ru,0.4,0.2,0.0,0.6,0.714,0.222,1,2.137,0.5005524861878453,0.7174033149171272
english_polar_104,Is there any cancer treatments?,en,0.229,0.25,0.0,0.4,0.45,0.154,1,1.482,0.34862991086167056,0.2703862660944207
finnish_content_414,Kuka oli Puolan ensimmäinen presidentti vuoden 1990 jälkeen?,fi,0.198,0.333,0.0,0.0,0.375,0.294,0,1.2,0.29225072732081464,0.38005818566516797
finnish_content_5161,Mitä Oulun valtauksessa tapahtui?,fi,0.115,0.167,0.0,0.333,0.688,0.059,0,1.362,0.3350965353081196,0.3768844221105528
arabic_polar_1053,هل يوجد غاز النيون بالهواء الذّي نتنفّسه؟,ar,0.357,0.286,0.0,0.5,0.482,0.222,1,1.847,0.5306625577812019,0.6878274268104777
japanese_content_1144,株式の起源はいつ,ja,0.058,0.286,0.0,0.0,0.316,0.05,0,0.709,0.09128630705394189,0.4702627939142461
english_polar_170,Can children buy vape?,en,0.076,0.0,0.0,0.4,0.656,0.077,1,1.209,0.2585011554968637,0.3582040277319247
english_content_4274,When was Relic Entertainment established?,en,0.233,0.143,0.0,0.5,0.8,0.095,0,1.771,0.44404093760316937,0.37702211951139
english_content_3401,How many species use magnetoreception?,en,0.0,0.286,0.0,0.333,1.0,0.095,0,1.714,0.42522284582370423,0.6259491581379995
japanese_polar_1050,カナダで一番多い宗教はキリスト教系？,ja,0.078,0.5,0.0,0.0,0.643,0.217,1,1.439,0.34370677731673577,0.5816044260027661
indonesian_content_431,Kapankah UFO pertama kali ditemukan ?,id,0.221,0.111,0.0,0.5,0.778,0.176,0,1.786,0.3576449912126538,0.029876977152899848
finnish_polar_1188,Ottiko Ruotsi ensimmäisenä Euroopan historiassa käyttöönsä setelirahan?,fi,0.411,0.25,0.0,0.833,1.0,0.308,1,2.802,0.7159481618619413,0.4641629198624703
indonesian_content_1540,Teknologi apa yang digunakan dalam sistem Linguatronik?,id,0.092,0.222,0.5,0.333,0.429,0.235,0,1.812,0.3652606912712361,0.14440538957234916
english_content_1258,When was economist James Tobin born?,en,0.372,0.143,0.0,0.667,0.833,0.143,0,2.158,0.5718058765269066,0.12578408715747774
korean_content_3105,말레이시아에서 세금 부과되는 최저 월급은 얼마인가?,ko,0.133,0.2,0.5,0.3,1.0,0.077,0,2.21,0.4404825737265416,0.6142091152815015
arabic_content_3238,كم صلاة فرض في اليوم بدين الإسلام؟,ar,0.18,0.375,0.0,0.0,0.625,0.294,0,1.475,0.41602465331278893,0.274884437596302
english_content_586,What are the practical applications of linear algebra?,en,0.186,0.286,0.0,0.0,0.5,0.238,0,1.21,0.2588312974579069,0.2010564542753384
english_polar_342,Are the heptahelical receptors important?,en,0.229,0.25,0.0,0.0,0.45,0.154,1,1.082,0.21657312644437113,0.16143941895014857
arabic_content_18488,ما هي عاصمة إيران؟,ar,0.105,0.125,0.0,0.0,0.5,0.059,0,0.789,0.20462249614791989,0.3624036979969183
finnish_content_11011,Mikä on Tampere–Pori-radan suurin sallittu nopeus henkilöliikenteelle?,fi,0.144,0.333,0.0,0.0,0.643,0.235,0,1.356,0.333509653530812,0.1322401481089659
russian_content_7986,Как называется самый древний монастырь Армении?,ru,0.09,0.25,0.0,0.333,0.833,0.073,0,1.579,0.34640883977900555,0.2616022099447514
english_polar_685,Is mercury poisoning dangerous?,en,0.152,0.25,0.0,0.0,0.656,0.077,1,1.136,0.2344007923407065,0.4272036975899637
japanese_polar_437,剣道はオリンピック競技ですか？,ja,0.084,0.167,0.0,0.0,0.286,0.13,1,0.667,0.07676348547717843,0.27869986168741345
english_content_7212,How old was Georgios Papadopoulos when he led the military coup d'etat in Greece?,en,0.2,0.429,0.5,0.5,0.714,0.524,0,2.867,0.8058765269065697,0.34532849125123805
arabic_polar_1153,هل سرقت فرنسا في غزو نابليون لمصر أثار فرعونية؟,ar,0.476,0.286,0.0,0.5,0.562,0.389,1,2.213,0.6434514637904468,0.20462249614791989
korean_polar_76,대폭발은 우주의 처음을 설명하는 우주론 모형인가요?,ko,0.217,0.25,0.5,0.5,1.0,0.067,1,2.534,0.5273458445040214,0.4731903485254692
english_content_2804,What are the first known examples of stone tools?,en,0.233,0.286,0.0,0.0,0.556,0.286,0,1.36,0.30835259161439427,0.44998349290194783
english_polar_1021,Does Buffy's sister come back?,en,0.114,0.25,0.0,0.4,0.725,0.154,1,1.643,0.4017827665896336,0.5288874215912843
korean_content_11321,스위스 수도는 어디인가요?,ko,0.0,0.1,0.0,0.2,1.0,0.0,0,1.3,0.19651474530831103,0.2595174262734585
english_content_985,When was Syracuse founded by the Greeks?,en,0.186,0.143,0.0,0.667,0.571,0.19,0,1.757,0.43941895014856386,0.5850115549686365
english_polar_143,Can you eat a dusky shark?,en,0.183,0.25,0.0,0.4,0.312,0.231,1,1.376,0.31363486299108617,0.20931000330141966
indonesian_content_9086,Berapa kerajaan Perlak I berlangsung?,id,0.23,0.222,0.0,0.333,1.0,0.118,0,1.903,0.39191564147627417,0.11218512009373169
finnish_polar_2054,Onko Half-Life 2: Episode Two -pelissä zombeja?,fi,0.316,0.25,0.0,0.0,0.571,0.385,1,1.522,0.3774133827029887,0.5860883364189368
finnish_content_6433,Mitä tarkoittaa esseisti?,fi,0.0,0.0,0.0,0.333,0.583,0.0,0,0.917,0.21740280349113994,0.5710129595345147
russian_content_3777,Сколько солдат служило на линкоре «Айова» в 1989?,ru,0.256,0.125,0.0,0.5,0.625,0.171,0,1.677,0.37348066298342547,0.48204419889502764
finnish_content_10729,Mikä oli lentokonekaapparin ja nicaragualaisen sandinistin Patrick Arguellon kohtalo?,fi,0.324,0.667,0.0,0.0,0.583,0.353,0,1.927,0.48452790267125107,0.3649828087807459
finnish_content_1012,Miten Ali Abdullah Saleh kuoli?,fi,0.259,0.167,0.0,0.333,1.0,0.118,0,1.877,0.47130388786035443,0.21079079608569165
english_content_2165,What was the first university in the US?,en,0.186,0.286,0.0,0.0,0.375,0.238,0,1.085,0.21756355232750085,0.3109937273027402
arabic_content_1320,كم تبعد مدينة الدار البيضاء عن اكادير؟,ar,0.263,0.125,0.0,0.5,0.571,0.235,0,1.695,0.48382126348228044,0.2921417565485362
finnish_polar_116,Onko Shin Megami Tensei: Persona 4 japanilainen peli?,fi,0.217,0.75,0.0,0.0,0.625,0.462,1,2.054,0.5181169002909284,0.2687119809574187
english_polar_614,Did King Victor Emmanuel II have a wife?,en,0.261,0.25,0.0,0.4,0.484,0.385,1,1.78,0.44701221525255863,0.5774182898646417
russian_content_6116,Сколько человек в мире говорит на караимском языке на март 2019?,ru,0.201,0.125,0.0,0.667,0.636,0.195,0,1.825,0.41436464088397795,0.3767955801104973
japanese_content_5129,テレビで初めて天気予報がされたのはいつ,ja,0.341,0.286,0.5,0.833,0.342,0.4,0,2.702,0.7804287690179805,0.13139695712309818
korean_content_11183,2018년 한국의 성비는 어떤가?,ko,0.222,0.1,0.0,0.4,1.0,0.026,0,1.748,0.31662198391420915,0.20348525469168907
english_polar_524,Did DJ Hero have any DLC?,en,0.183,0.25,0.0,0.4,0.542,0.231,1,1.605,0.3892373720699901,0.30241003631561575
finnish_content_6683,Mikä on Himachal Pradeshin valtakieli?,fi,0.173,0.333,0.0,0.0,0.5,0.118,0,1.124,0.27215022480825185,0.3094419465749802
arabic_content_16901,كم ملك حكم المملكة الأردنيّة الهاشميّة لحد الآن؟,ar,0.237,0.25,0.0,0.0,0.778,0.353,0,1.618,0.4600924499229584,0.28412942989214174
arabic_polar_519,هل يسبب الأسبرين ميوعة في الدم؟,ar,0.171,0.286,0.0,0.5,0.75,0.167,1,1.874,0.5389830508474577,0.5124807395993837
japanese_content_3292,回帰不連続デザインを開発したのは誰,ja,0.266,0.143,0.0,0.667,0.402,0.35,0,1.827,0.47786998616874127,0.46784232365145223
finnish_polar_147,Voiko karjalankarhukoiran häntä olla synnynnäisesti töpö?,fi,0.38,0.0,0.0,0.0,0.25,0.231,1,0.861,0.20259190690293574,0.46865908489817515
indonesian_content_6995,berapakah jumlah kecamatan yang ada di Yogyakarta?,id,0.105,0.222,0.5,0.333,0.5,0.294,0,1.955,0.4071470415934388,0.4543057996485062
russian_content_8017,В каком году Тито пришел к власти в Югославии?,ru,0.168,0.125,0.0,0.667,0.556,0.146,0,1.661,0.369060773480663,0.5215469613259669
japanese_content_6295,ヘリコプターを発明したのは誰,ja,0.305,0.143,0.0,0.667,0.079,0.2,0,1.394,0.328146611341632,0.34336099585062235
indonesian_polar_442,Apakah Vihara Buddhagaya terletak di Indonesia?,id,0.267,0.25,0.0,0.75,0.524,0.4,1,2.191,0.4762741652021089,0.29525483304042177
russian_content_6440,Когда Россия вступила в русско-японскую войну?,ru,0.179,0.125,0.0,0.5,0.833,0.073,0,1.711,0.38287292817679563,0.5842541436464088
english_polar_196,Are Peanuts comics still being made?,en,0.32,0.25,0.0,0.8,0.542,0.231,1,2.142,0.5665236051502146,0.3109937273027402
japanese_content_1711,魚雷艇が日本に導入されたのはいつ,ja,0.381,0.286,0.5,0.667,0.115,0.35,0,2.298,0.6407330567081604,0.3105117565698478
korean_polar_340,고혈압은 본태성 고혈압과 이차성 고혈압으로 구분되나요?,ko,0.304,0.25,0.0,0.5,0.722,0.067,1,1.843,0.34209115281501346,0.48525469168900803
english_content_8176,When is the next game between OSU and UT?,en,0.14,0.429,0.0,0.0,0.556,0.286,0,1.409,0.3245295477055134,0.07593265103994719
arabic_polar_1874,هل يمكن أن تكون هنالك أسباب وراثية وأسرية وراء لإصابة بمرض جنون العظمة؟,ar,0.306,0.571,0.5,0.417,0.75,0.667,1,3.211,0.9510015408320492,0.5938366718027734
english_content_4341,How long was India occupied?,en,0.14,0.143,0.0,0.5,0.8,0.095,0,1.678,0.41333773522614725,0.5609111918124794
indonesian_polar_91,Apakah Louis Braille adalah seorang tunanetra ?,id,0.548,0.25,0.0,0.0,0.286,0.4,1,1.484,0.2691857059168131,0.3286467486818981
russian_content_3641,Что является главной целью практики раджа-йоги Брахма Кумарис?,ru,0.032,0.5,0.0,0.333,0.875,0.122,0,1.862,0.4245856353591161,0.4657458563535912
finnish_content_3536,Mikä yhtiö osti Air Charterin ja Channel Air Bridgen vuonna 1959?,fi,0.156,0.333,0.0,0.5,0.659,0.471,0,2.119,0.5353081195450939,0.158952658026977
russian_polar_1130,Есть пещерные поселения в Каппадокии?,ru,0.2,0.4,0.0,0.2,0.8,0.111,1,1.711,0.38287292817679563,0.393646408839779
indonesian_polar_359,Apakah Laut Aegea masuk kedalam wilayah Yunani ?,id,0.217,0.25,0.0,0.75,0.583,0.5,1,2.3,0.5082015231400117,0.500878734622144
arabic_content_11883,متى تأسست جمعية الاتحاد العثماني؟,ar,0.0,0.25,0.0,0.333,0.8,0.118,0,1.501,0.4240369799691833,0.2036979969183359
korean_content_47,벨기에의 GDP는 무엇인가?,ko,0.0,0.1,0.0,0.2,1.0,0.0,0,1.3,0.19651474530831103,0.21608579088471855
russian_polar_1168,Были ли землетрясения на острове Крит?,ru,0.16,0.4,0.0,0.0,0.5,0.167,1,1.227,0.2491712707182321,0.3430939226519337
japanese_content_2508,ジョン・フルトン・レイノルズの最終階級は何,ja,0.173,0.143,0.0,0.0,0.474,0.3,0,1.09,0.2230290456431535,0.49481327800829866
arabic_polar_42,هل تتغذى الأناكوندا على صغار التماسيح؟,ar,0.171,0.143,0.0,0.333,0.562,0.167,1,1.377,0.38582434514637903,0.5272727272727272
russian_content_1945,Какое животное обитает только на Сахалине?,ru,0.134,0.125,0.0,0.333,0.5,0.073,0,1.166,0.2323204419889503,0.41850828729281775
japanese_content_2409,日本最古のスキー場はどこ,ja,0.058,0.286,0.0,0.0,0.586,0.15,0,1.08,0.21957123098201933,0.332295988934993
english_content_2399,What are Canada's drainage basins?,en,0.223,0.286,0.0,0.0,0.5,0.143,0,1.152,0.23968306371739848,0.6292505777484318
finnish_polar_1479,Onko McFly yhtye eronnut?,fi,0.19,0.0,0.0,0.333,0.625,0.077,1,1.225,0.29886273472626296,0.1930706162390902
japanese_content_5570,人工言語の起源はいつ,ja,0.135,0.143,0.0,0.0,0.586,0.15,0,1.014,0.19674965421853385,0.24377593360995842
