language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
ko,probe,single_submetric,test,lexical_density,,loss,0.0696191798363413,0.0699793451598712,0.0731870500104767,0.0645479772772107,0.0692381241491862,0.00038105568715510185,0.5503553018479352
ko,probe,single_submetric,test,lexical_density,,mse,0.0698117986321449,0.0700544342398643,0.0732258632779121,0.0646581798791885,0.0693128257989883,0.0004989728331565996,0.7198852844402178
ko,probe,single_submetric,test,lexical_density,,rmse,0.2642192245695701,0.2646779821591972,0.2706027776611174,0.2542797276213511,0.2631868291472219,0.0010323954223481757,0.39226713042341205
ko,probe,single_submetric,test,lexical_density,,r2,-0.7464069128036499,-0.7524768114089966,-0.8318129777908325,-0.617484450340271,-0.7339247465133667,0.012482166290283203,-1.7007419833684363
ko,probe,single_submetric,test,n_tokens,,loss,0.0798480404274804,0.0977845415472984,0.0961716536964688,0.0910643999065671,0.09500686505011142,0.015158824622631031,15.955504493949466
ko,probe,single_submetric,test,n_tokens,,mse,0.0795047953724861,0.0972031354904174,0.0955994799733161,0.0905237048864364,0.09444210678338998,0.014937311410903875,15.816368270101929
ko,probe,single_submetric,test,n_tokens,,rmse,0.2819659471859786,0.3117741738669473,0.3091916557304162,0.3008715754045843,0.30727913500064924,0.025313187814670624,8.237847914606093
ko,probe,single_submetric,test,n_tokens,,r2,-0.906563639640808,-1.3309783935546875,-1.2925219535827637,-1.170802354812622,-1.2647675673166912,0.35820392767588316,-28.32171989006979
ru,probe,single_submetric,test,avg_links_len,,loss,0.0202805260196328,0.0229988007673195,0.0214999026751943,0.0202615809227739,0.0215867614550959,0.0013062354354631024,6.051094964755562
ru,probe,single_submetric,test,avg_links_len,,mse,0.0199764445424079,0.0228787083178758,0.0213622823357582,0.0201694648712873,0.021470151841640434,0.001493707299232535,6.957134305569064
ru,probe,single_submetric,test,avg_links_len,,rmse,0.1413380505823113,0.1512570934464756,0.1461584152067824,0.1420192412009279,0.1464782499513953,0.0051401993690839975,3.509189501369404
ru,probe,single_submetric,test,avg_links_len,,r2,-0.1858942508697509,-0.3581860065460205,-0.2681640386581421,-0.1973527669906616,-0.2745676040649414,0.08867335319519051,-32.295635713169304
ru,probe,single_submetric,test,avg_max_depth,,loss,0.0180727832817605,0.0260862843798739,0.0260907656380108,0.0261084791272878,0.026095176381724167,0.008022393099963668,30.742819985620695
ru,probe,single_submetric,test,avg_max_depth,,mse,0.0181132536381483,0.026133457198739,0.0261194687336683,0.0261742677539587,0.026142397895455333,0.008029144257307032,30.713113194191116
ru,probe,single_submetric,test,avg_max_depth,,rmse,0.1345854882152913,0.1616584584818841,0.1616151871999297,0.1617846338623007,0.1616860931813715,0.027100604966080216,16.761246705169683
ru,probe,single_submetric,test,avg_max_depth,,r2,0.2574034929275512,-0.0714039802551269,-0.0708304643630981,-0.0730772018432617,-0.07177054882049556,0.32917404174804676,-458.6477979586584
ru,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0580655980323042,0.0647056842488902,0.0556431072098868,0.0610045279775347,0.06045110647877056,0.0023855084464663653,3.946178300812603
ru,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0577145852148532,0.0643702447414398,0.0553252249956131,0.0606714785099029,0.060122316082318605,0.002407730867465409,4.004720749893897
ru,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2402386005929382,0.2537129179632756,0.2352131480075318,0.2463158105154903,0.24508062549543255,0.004842024902494357,1.9756865287519823
ru,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.5281804800033569,-0.7044106721878052,-0.4649144411087036,-0.6064738035202026,-0.5919329722722372,0.06375249226888025,-10.770221503991452
ru,probe,single_submetric,test,avg_verb_edges,,loss,0.0429928252207381,0.0507020327661718,0.0540557572884219,0.0509494207799434,0.05190240361151236,0.008909578390774262,17.166022709588052
ru,probe,single_submetric,test,avg_verb_edges,,mse,0.0426035970449447,0.0502734370529651,0.053625289350748,0.0505061633884906,0.051468296597401236,0.008864699552456536,17.223611695950584
ru,probe,single_submetric,test,avg_verb_edges,,rmse,0.2064063880914173,0.224217387936273,0.2315713482941015,0.2247357634834533,0.22684149990460925,0.020435111813191964,9.008542009193768
ru,probe,single_submetric,test,avg_verb_edges,,r2,-0.0409578084945678,-0.2283592224121093,-0.3102569580078125,-0.2340456247329712,-0.2575539350509643,0.21659612655639648,-84.09738585960135
ru,probe,single_submetric,test,lexical_density,,loss,0.0371977096157414,0.0409530584833451,0.0401862207800149,0.0411075811300958,0.04074895346448527,0.0035512438487438694,8.714932646893507
ru,probe,single_submetric,test,lexical_density,,mse,0.0369020141661167,0.0405992232263088,0.0398579128086566,0.0407738871872425,0.0404103410740693,0.003508326907952601,8.681755250523834
ru,probe,single_submetric,test,lexical_density,,rmse,0.1920989697164373,0.2014924892553288,0.1996444660105976,0.2019254495779135,0.2010208016146133,0.008921831898175997,4.438263018809602
ru,probe,single_submetric,test,lexical_density,,r2,0.082037329673767,-0.0099332332611083,0.0085073709487915,-0.0142780542373657,-0.005234638849894166,0.08727196852366118,-1667.201329952794
ru,probe,single_submetric,test,n_tokens,,loss,0.0088309929040925,0.0138316142505833,0.011446186773745,0.0130927958858332,0.012790198970053832,0.003959206065961332,30.954999802826897
ru,probe,single_submetric,test,n_tokens,,mse,0.0089644910767674,0.0140169197693467,0.0115901492536067,0.0132804606109857,0.0129625098779797,0.0039980188012123,30.842937354315985
ru,probe,single_submetric,test,n_tokens,,rmse,0.0946809963866426,0.118393073147658,0.1076575554877909,0.1152408808148642,0.1137638364834377,0.019082840096795103,16.77408277240481
ru,probe,single_submetric,test,n_tokens,,r2,0.2119461894035339,-0.2322046756744384,-0.0188711881637573,-0.1674637794494629,-0.13951321442921952,0.3514594038327534,-251.9183614761184
ar,probe,single_submetric,test,avg_links_len,,loss,0.074675516039133,0.0682244352996349,0.0681870870292186,0.0617954488843679,0.06606899040440713,0.008606525634725873,13.026573559010787
ar,probe,single_submetric,test,avg_links_len,,mse,0.0725904628634452,0.0662187412381172,0.0661800801753997,0.0598529651761055,0.06408392886320746,0.008506534000237737,13.27405193647794
ar,probe,single_submetric,test,avg_links_len,,rmse,0.269426173308098,0.2573300239733351,0.2572548933944693,0.2446486565998381,0.25307785798921417,0.01634831531888381,6.4597967790530895
ar,probe,single_submetric,test,avg_links_len,,r2,-0.5673192739486694,-0.4297457933425903,-0.4289110898971557,-0.2923007011413574,-0.3836525281270345,0.18366674582163495,-47.87320097127562
ar,probe,single_submetric,test,avg_max_depth,,loss,0.0533170580863952,0.0569415345788002,0.0541016660630703,0.0568544775247573,0.05596589272220926,0.002648834635814064,4.732944489890914
ar,probe,single_submetric,test,avg_max_depth,,mse,0.0533448942005634,0.0570848956704139,0.0541459992527961,0.0569984950125217,0.05607646331191057,0.002731569111347164,4.871150835874812
ar,probe,single_submetric,test,avg_max_depth,,rmse,0.2309651363313594,0.2389244559906205,0.2326929290992663,0.2387435758560253,0.23678698698197068,0.005821850650611277,2.4586869087761825
ar,probe,single_submetric,test,avg_max_depth,,r2,-0.0815997123718261,-0.1574304103851318,-0.0978425741195678,-0.1556786298751831,-0.1369838714599609,0.05538415908813481,-40.431153315974925
ar,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0799150675535202,0.0782558068633079,0.0815060637891292,0.0711689956486225,0.07697695543368653,0.0029381121198336635,3.816872339624765
ar,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0796591192483902,0.0780240818858146,0.0812388360500335,0.0710563138127327,0.07677307724952694,0.002886041998863262,3.759184993305769
ar,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2822394714571125,0.2793279110397216,0.2850242727383644,0.2665639019310992,0.2769720285697284,0.005267442887384066,1.9017959736168717
ar,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.4423454999923706,-0.4127407073974609,-0.4709484577178955,-0.2865790128707886,-0.39008939266204834,0.052256107330322266,-13.395931371964794
ar,probe,single_submetric,test,avg_verb_edges,,loss,0.1105269774794578,0.1167091473937034,0.113777294754982,0.1246891245245933,0.11839185555775956,0.00786487807830176,6.64309047379086
ar,probe,single_submetric,test,avg_verb_edges,,mse,0.1112304404377937,0.1173800677061081,0.1144650727510452,0.1254734843969345,0.11910620828469594,0.007875767846902235,6.612390706013432
ar,probe,single_submetric,test,avg_verb_edges,,rmse,0.3335122792908737,0.3426077461268325,0.3383268726410086,0.354222365749164,0.345052328172335,0.011540048881461318,3.3444344347961295
ar,probe,single_submetric,test,avg_verb_edges,,r2,-0.6115705966949463,-0.7006698846817017,-0.6584357023239136,-0.8179318904876709,-0.7256791591644287,0.11410856246948242,-15.724381915676183
ar,probe,single_submetric,test,lexical_density,,loss,0.0576605036854743,0.0613042272627353,0.0600351080298423,0.0604005984961986,0.06057997792959207,0.002919474244117773,4.819206516567035
ar,probe,single_submetric,test,lexical_density,,mse,0.0570369139313697,0.0609857030212879,0.059589460492134,0.0600000470876693,0.060191736867030395,0.0031548229356606963,5.241289086955603
ar,probe,single_submetric,test,lexical_density,,rmse,0.2388240229360727,0.2469528356210714,0.2441095256071218,0.2449490703956015,0.24533714387459823,0.006513120938525546,2.6547634963316713
ar,probe,single_submetric,test,lexical_density,,r2,0.0171208381652832,-0.0509259700775146,-0.0268654823303222,-0.0339409112930297,-0.03724412123362217,0.05436495939890537,-145.9692364813466
ar,probe,single_submetric,test,n_tokens,,loss,0.0803098961710929,0.0798261687159538,0.0823782131075859,0.081168795377016,0.08112439240018524,0.0008144962290923402,1.0040090347604014
ar,probe,single_submetric,test,n_tokens,,mse,0.0787296742200851,0.0784043595194816,0.0810004323720932,0.0796723961830139,0.0796923960248629,0.0009627218047777997,1.2080472577050438
ar,probe,single_submetric,test,n_tokens,,rmse,0.2805880863830201,0.2800077847479988,0.28460574901448,0.2822629911678361,0.28229217497677167,0.001704088593751596,0.6036612930882042
ar,probe,single_submetric,test,n_tokens,,r2,-0.051091194152832,-0.0467480421066284,-0.0814073085784912,-0.0636771917343139,-0.06394418080647783,0.012852986653645836,-20.100322643188466
en,probe,single_submetric,test,avg_links_len,,loss,0.0095261438816253,0.0094262916328651,0.0096236158029309,0.0097485494001635,0.0095994856119865,7.334173036119968e-05,0.764017295568637
en,probe,single_submetric,test,avg_links_len,,mse,0.0094261122867465,0.0093395002186298,0.0095565123483538,0.0096441889181733,0.009513400495052301,8.728820830580103e-05,0.9175289987128956
en,probe,single_submetric,test,avg_links_len,,rmse,0.0970881675939272,0.0966410897011713,0.0977574158228104,0.0982048314400738,0.09753444565468516,0.0004462780607579625,0.45755943734789156
en,probe,single_submetric,test,avg_links_len,,r2,-0.0134382247924804,-0.0041263103485107,-0.0274580717086792,-0.0368844270706176,-0.02282293637593583,0.00938471158345543,-41.11965011369235
en,probe,single_submetric,test,avg_max_depth,,loss,0.0287596202854599,0.0308351895904966,0.0300438275028552,0.0306937832917485,0.030524266795033433,0.0017646465095735343,5.781126607963792
en,probe,single_submetric,test,avg_max_depth,,mse,0.0288212206214666,0.0309156309813261,0.0300919990986585,0.0307685192674398,0.0305920497824748,0.0017708291610082014,5.788527325235501
en,probe,single_submetric,test,avg_max_depth,,rmse,0.169768137827646,0.1758284134641671,0.1734704559821601,0.175409575757539,0.17490281506795538,0.005134677240309388,2.9357316166205787
en,probe,single_submetric,test,avg_max_depth,,r2,-0.0195443630218505,-0.0936336517333984,-0.0644978284835815,-0.088429570198059,-0.08218701680501296,0.06264265378316246,-76.21964662834873
en,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0253712460398674,0.0269519903564027,0.0269285759755543,0.0279373388205255,0.0272726350508275,0.0019013890109600973,6.971783281727322
en,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0252005383372306,0.0268313251435756,0.026810685172677,0.0278501957654953,0.027164068693915966,0.001963530356685367,7.228410363743285
en,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.1587467742577173,0.1638027018811828,0.1637396872254159,0.1668837792162416,0.16480872277428008,0.006061948516562776,3.678172134654028
en,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.0303468704223632,-0.0970230102539062,-0.0961791276931762,-0.1386804580688476,-0.11062753200531,0.0802806615829468,-72.56842860698856
en,probe,single_submetric,test,avg_verb_edges,,loss,0.0579870247415133,0.0581917321043355,0.0596090422144958,0.0584517946200711,0.05875085631296747,0.0007638315714541682,1.3001198950790027
en,probe,single_submetric,test,avg_verb_edges,,mse,0.0581833682954311,0.058388065546751,0.0597940720617771,0.0586446896195411,0.05894227574268973,0.0007589074472586291,1.2875435121840406
en,probe,single_submetric,test,avg_verb_edges,,rmse,0.2412122888565819,0.2416362256507724,0.2445282643413172,0.2421666567047188,0.24277704889893612,0.0015647600423542019,0.6445255222644972
en,probe,single_submetric,test,avg_verb_edges,,r2,0.0218673348426818,0.0184261202812194,-0.005210518836975,0.0141119360923767,0.0091091791788737,0.0127581556638081,140.05823590996235
en,probe,single_submetric,test,lexical_density,,loss,0.0303467482860599,0.029663191309997,0.0310369176524026,0.0319271755537816,0.030875761505393732,0.0005290132193338307,1.7133608809661798
en,probe,single_submetric,test,lexical_density,,mse,0.0304568447172641,0.0298200845718383,0.0311536137014627,0.032053530216217,0.031009076163172666,0.0005522314459085673,1.7808703587384338
en,probe,single_submetric,test,lexical_density,,rmse,0.1745188950150217,0.1726849286181002,0.1765038631346712,0.1790349971827213,0.1760745963118309,0.001555701296809181,0.88354670656408
en,probe,single_submetric,test,lexical_density,,r2,-0.0644633769989013,-0.0422086715698242,-0.0888154506683349,-0.1202673912048339,-0.083763837814331,0.0193004608154297,-23.041519251076654
en,probe,single_submetric,test,n_tokens,,loss,0.0234224828226225,0.0308322909155062,0.0273117518850735,0.0263851617595979,0.028176401520059197,0.004753918697436698,16.87198663055789
en,probe,single_submetric,test,n_tokens,,mse,0.0234976876527071,0.030971111729741,0.0274202693253755,0.0264810677617788,0.028290816272298434,0.004793128619591334,16.94234826403588
en,probe,single_submetric,test,n_tokens,,rmse,0.1532895549367506,0.1759861123206632,0.1655906679900034,0.1627300456639118,0.16810227532485947,0.01481272038810888,8.811731048543594
en,probe,single_submetric,test,n_tokens,,r2,-0.2423077821731567,-0.6374229192733765,-0.4496922492980957,-0.4000371694564819,-0.49571744600931805,0.25340966383616137,-51.11977919602975
fi,probe,single_submetric,test,avg_links_len,,loss,0.0203690170975668,0.0219778304121323,0.0202223246784082,0.0220630470929401,0.021421067394493534,0.001052050296926732,4.911287927683615
fi,probe,single_submetric,test,avg_links_len,,mse,0.0204539541155099,0.0220729243010282,0.0203398056328296,0.0221568495035171,0.021523193145791635,0.001069239030281735,4.9678457236295355
fi,probe,single_submetric,test,avg_links_len,,rmse,0.1430173210331881,0.1485695941336189,0.1426176904624025,0.148851770239783,0.14667968494526815,0.003662363912080052,2.4968446812839975
fi,probe,single_submetric,test,avg_links_len,,r2,-0.1277899742126464,-0.2170567512512207,-0.1214960813522338,-0.2216843366622924,-0.18674572308858228,0.05895574887593588,-31.57006645232266
fi,probe,single_submetric,test,avg_max_depth,,loss,0.0371427067688533,0.0402337365916797,0.0318297161055462,0.0344060497092349,0.03548983413548693,0.001652872633366366,4.657312928136873
fi,probe,single_submetric,test,avg_max_depth,,mse,0.0370889529585838,0.0401659309864044,0.0318647846579551,0.0343810021877288,0.035470572610696104,0.0016183803478876935,4.562600005503359
fi,probe,single_submetric,test,avg_max_depth,,rmse,0.1925849240168706,0.2004143981514412,0.1785070997410331,0.1854211481674323,0.1881142153533022,0.004470708663568412,2.376592675450847
fi,probe,single_submetric,test,avg_max_depth,,r2,-0.2163063287734985,-0.3172136545181274,-0.0449833869934082,-0.1275008916854858,-0.16323264439900712,0.05307368437449139,-32.51413623169498
fi,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0465973487922123,0.0465231426060199,0.0461406760982104,0.0454139549817357,0.04602592456198867,0.0005714242302236328,1.2415268909025974
fi,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0466662943363189,0.0466231182217597,0.0462399534881114,0.0455078855156898,0.046123652408520295,0.0005426419277986053,1.1764938365947024
fi,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2160238281679106,0.2159238713569201,0.2150347727417858,0.2133257732101066,0.21476147243627083,0.0012623557316397693,0.5877943177235226
fi,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.0511934757232666,-0.0502208471298217,-0.0415898561477661,-0.0250993967056274,-0.0389700333277384,0.012223442395528201,-31.366261077399958
fi,probe,single_submetric,test,avg_verb_edges,,loss,0.0799656499709401,0.079435150538172,0.0819625066859381,0.0872344795082296,0.0828773789107799,0.0029117289398397916,3.5132975705884224
fi,probe,single_submetric,test,avg_verb_edges,,mse,0.0799857228994369,0.079441025853157,0.0819779485464096,0.0872651636600494,0.08289471268653867,0.0029089897871017734,3.5092585435478156
fi,probe,single_submetric,test,avg_verb_edges,,rmse,0.2828174727619157,0.2818528443233402,0.2863179151684533,0.2954067765980486,0.28785917869661404,0.005041705934698326,1.7514487318161829
fi,probe,single_submetric,test,avg_verb_edges,,r2,-0.1303533315658569,-0.1226557493209838,-0.1585073471069336,-0.23322594165802,-0.17146301269531247,0.041109681129455566,-23.97583040402243
fi,probe,single_submetric,test,lexical_density,,loss,0.0502774949584688,0.0496278564844812,0.047997236251831,0.0483467983348029,0.04865729702370503,0.0016201979347637702,3.329814917533205
fi,probe,single_submetric,test,lexical_density,,mse,0.0505341477692127,0.0498964264988899,0.0482733845710754,0.0486222356557846,0.048930682241916636,0.0016034655272960663,3.2770144494785978
fi,probe,single_submetric,test,lexical_density,,rmse,0.2247980154921584,0.2233750802996832,0.219712049216868,0.2205045025748558,0.2211972106971357,0.0036008047950226996,1.6278707962339267
fi,probe,single_submetric,test,lexical_density,,r2,-0.130009651184082,-0.1157493591308593,-0.079456090927124,-0.0872567892074585,-0.09415407975514727,0.03585557142893474,-38.081803276267024
fi,probe,single_submetric,test,n_tokens,,loss,0.0154383851747427,0.0138632941192814,0.0148410095966288,0.0163633138207452,0.015022539178885132,0.00041584599585756804,2.768147188073629
fi,probe,single_submetric,test,n_tokens,,mse,0.0155767975375056,0.014016106724739,0.0149905607104301,0.0164960455149412,0.0151675709833701,0.0004092265541355,2.698036189078533
fi,probe,single_submetric,test,n_tokens,,rmse,0.1248070412176557,0.1183896394315781,0.1224359453364498,0.1284369320520434,0.12308750560669042,0.0017195356109652865,1.3970025653617772
fi,probe,single_submetric,test,n_tokens,,r2,-0.1265897750854492,-0.013713002204895,-0.0841902494430542,-0.1930742263793945,-0.09699249267578124,0.029597282409667955,-30.51502399119011
id,probe,single_submetric,test,avg_links_len,,loss,0.0302103257605007,0.0337347827319588,0.0286021818007741,0.0292406257774148,0.0305258634367159,0.00031553767621519957,1.033673222280347
id,probe,single_submetric,test,avg_links_len,,mse,0.0299628041684627,0.0335351713001728,0.0283268820494413,0.0289983320981264,0.030286795149246832,0.0003239909807841307,1.0697433623715307
id,probe,single_submetric,test,avg_links_len,,rmse,0.1730976723369287,0.1831261076421732,0.1683059180463994,0.1702889664603271,0.17390699738296655,0.0008093250460378676,0.465378080363049
id,probe,single_submetric,test,avg_links_len,,r2,-0.3496268987655639,-0.5105384588241577,-0.2759393453598022,-0.3061838150024414,-0.3642205397288005,0.014593640963236565,-4.006814380677989
id,probe,single_submetric,test,avg_max_depth,,loss,0.0328610012573855,0.0351915532456977,0.0343333480081387,0.0342562313058546,0.034593710853230326,0.0017327095958448238,5.008741627043533
id,probe,single_submetric,test,avg_max_depth,,mse,0.0329538695514202,0.0352538153529167,0.0344570130109787,0.0343859642744064,0.03469893087943393,0.0017450613280137334,5.029150131677492
id,probe,single_submetric,test,avg_max_depth,,rmse,0.1815320069613626,0.1877599940160755,0.1856260030571651,0.1854345282691614,0.18627350844746735,0.004741501486104749,2.5454513234993597
id,probe,single_submetric,test,avg_max_depth,,r2,-0.0228978395462036,-0.0942887067794799,-0.0695557594299316,-0.0673503875732421,-0.07706495126088453,0.05416711171468093,-70.28760912507612
id,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0647860547261578,0.0653587223163672,0.0545369828385966,0.0606127370681081,0.06016948074102397,0.0046165739851338275,7.672617294146292
id,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0652213543653488,0.0657898262143135,0.0546738281846046,0.0609605386853218,0.060474731028079966,0.004746623337268836,7.8489366659024205
id,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2553847183473373,0.2564952752280507,0.2338243532752836,0.2469018806840519,0.24574050306246206,0.009644215284875218,3.9245525929536584
id,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2439466714859008,-0.254788875579834,-0.0427768230438232,-0.1626813411712646,-0.1534156799316406,0.0905309915542602,-59.01025996469153
id,probe,single_submetric,test,avg_verb_edges,,loss,0.0621949476855141,0.0624947010406426,0.0656846708485058,0.0662993022373744,0.06482622470884093,0.002631277023326835,4.058970015830622
id,probe,single_submetric,test,avg_verb_edges,,mse,0.0618587285280227,0.0621337071061134,0.0652847588062286,0.0659179165959358,0.0644454608360926,0.0025867323080698973,4.013831656272681
id,probe,single_submetric,test,avg_verb_edges,,rmse,0.2487141502368186,0.2492663376914609,0.255508823343204,0.2567448472626779,0.25384000276578095,0.00512585252896236,2.019324169993806
id,probe,single_submetric,test,avg_verb_edges,,r2,0.0314915776252746,0.0271862745285034,-0.0221490859985351,-0.032062292098999,-0.009008367856343567,0.04049994548161817,-449.5813906300316
id,probe,single_submetric,test,lexical_density,,loss,0.0454350427857467,0.0457222831568547,0.0482211352459022,0.0478901660868099,0.047277861496522265,0.0018428187107755664,3.8978470100876352
id,probe,single_submetric,test,lexical_density,,mse,0.0457591004669666,0.0460464768111705,0.0485884584486484,0.0482504181563854,0.04762845113873476,0.0018693506717681607,3.9248613529820937
id,probe,single_submetric,test,lexical_density,,rmse,0.2139137687643472,0.2145844281656303,0.2204278985261358,0.2196597781943372,0.21822403496203444,0.004310266197687235,1.9751564938468458
id,probe,single_submetric,test,lexical_density,,r2,-0.1182760000228881,-0.1252990961074829,-0.1874208450317382,-0.1791596412658691,-0.16395986080169675,0.04568386077880865,-27.862832131860337
id,probe,single_submetric,test,n_tokens,,loss,0.0315163460161004,0.0339607287730489,0.036019731046898,0.035190711063998,0.03505705696131497,0.003540710945214569,10.099852218404129
id,probe,single_submetric,test,n_tokens,,mse,0.0315246880054473,0.0339890122413635,0.0359827578067779,0.0351662710309028,0.03504601369301474,0.0035213256875674392,10.047721028737996
id,probe,single_submetric,test,n_tokens,,rmse,0.1775519304469748,0.1843610919943889,0.18969121699957,0.1875267208450648,0.18719300994634125,0.009641079499366462,5.150341619128872
id,probe,single_submetric,test,n_tokens,,r2,-0.0671695470809936,-0.150591492652893,-0.2180835008621215,-0.1904438734054565,-0.186372955640157,0.11920340855916339,-63.95960623671042
ja,probe,single_submetric,test,avg_links_len,,loss,0.0930003014703591,0.0993630749483903,0.1012047044932842,0.1013370752334594,0.10063495155837797,0.007634650088018863,7.586479617461762
ja,probe,single_submetric,test,avg_links_len,,mse,0.0923734530806541,0.0987070426344871,0.1005237102508544,0.1006871685385704,0.09997264047463729,0.007599187393983187,7.601267064573607
ja,probe,single_submetric,test,avg_links_len,,rmse,0.3039300134581219,0.3141767697244453,0.3170547433028789,0.317312414724937,0.3161813092507537,0.012251295792631844,3.874769138524794
ja,probe,single_submetric,test,avg_links_len,,r2,-1.1725184917449951,-1.3214774131774902,-1.3642032146453855,-1.3680477142333984,-1.3512427806854248,0.1787242889404297,-13.22666004178545
ja,probe,single_submetric,test,avg_max_depth,,loss,0.0869276088972886,0.0865387295683225,0.0840925152103106,0.0884513184428215,0.08636085440715154,0.0005667544901370586,0.6562631808447297
ja,probe,single_submetric,test,avg_max_depth,,mse,0.088368646800518,0.0878943279385566,0.0854152292013168,0.0895914509892463,0.08763366937637324,0.0007349774241447588,0.8386929696942654
ja,probe,single_submetric,test,avg_max_depth,,rmse,0.2972686441596524,0.2964697757589408,0.2922588393895329,0.2993183104810769,0.29601564187651686,0.001253002283135518,0.42328921377006457
ja,probe,single_submetric,test,avg_max_depth,,r2,-0.3054832220077514,-0.298475980758667,-0.2618519067764282,-0.3235479593276977,-0.29462528228759766,0.010857939720153753,-3.685338758387614
ja,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0923448925216992,0.0869536294291416,0.091524979720513,0.0912975159784158,0.08992537504269014,0.0024195174790090507,2.690583695492442
ja,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0941087678074836,0.0885291844606399,0.0932627171277999,0.093014657497406,0.09160218636194861,0.0025065814455349916,2.7363773126884894
ja,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.3067715237884437,0.2975385428152796,0.305389451566029,0.3049830446064273,0.30263701299591195,0.004134510792531743,1.3661616441435047
ja,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2789409160614013,-0.2031141519546508,-0.2674430608749389,-0.2640718221664428,-0.2448763449986775,0.034064571062723814,-13.910927600176237
ja,probe,single_submetric,test,avg_verb_edges,,loss,0.098397742335995,0.1050339452922344,0.1005893157174189,0.1068395798405011,0.1041542802833848,0.005756537947389798,5.5269336331904055
ja,probe,single_submetric,test,avg_verb_edges,,mse,0.0992142707109451,0.106580838561058,0.1016706973314285,0.1083891838788986,0.10554690659046169,0.006332635879516588,5.999830865804712
ja,probe,single_submetric,test,avg_verb_edges,,rmse,0.3149829689220437,0.3264672090134904,0.3188584283525034,0.3292251264391869,0.3248502546017269,0.009867285679683202,3.0374874391835394
ja,probe,single_submetric,test,avg_verb_edges,,r2,-0.0386011600494384,-0.1157162189483642,-0.0643156766891479,-0.1346464157104492,-0.10489277044932044,0.06629161039988204,-63.1994084205367
ja,probe,single_submetric,test,lexical_density,,loss,0.0671621039509773,0.0636888574808836,0.0671669462074836,0.0673985164612531,0.06608477338320677,0.0010773305677705264,1.6302251072624452
ja,probe,single_submetric,test,lexical_density,,mse,0.0678023844957351,0.0642175003886222,0.0677685961127281,0.0680817365646362,0.06668927768866217,0.001113106807072925,1.669094111754286
ja,probe,single_submetric,test,lexical_density,,rmse,0.2603889100859235,0.2534117210955766,0.2603240213901285,0.2609247718493517,0.2582201714450189,0.0021687386409046105,0.8398796378951308
ja,probe,single_submetric,test,lexical_density,,r2,-0.2939289808273315,-0.225515604019165,-0.2932840585708618,-0.2992600202560425,-0.27268656094868976,0.021242419878641727,-7.7900501604253325
ja,probe,single_submetric,test,n_tokens,,loss,0.0627238135784864,0.063389070952932,0.0639869533479213,0.0672605521976947,0.06487885883284933,0.002155045254362928,3.3216448210272613
ja,probe,single_submetric,test,n_tokens,,mse,0.0626653879880905,0.0633282512426376,0.0639351233839988,0.0672060549259185,0.06482314318418497,0.0021577551960944713,3.3286802985833965
ja,probe,single_submetric,test,n_tokens,,rmse,0.2503305574397391,0.2516510505494416,0.2528539566310934,0.2592413063651674,0.2545821045152341,0.004251547075495021,1.6700101853548037
ja,probe,single_submetric,test,n_tokens,,r2,-0.0504026412963867,-0.0615136623382568,-0.0716861486434936,-0.1265138387680053,-0.0865712165832519,0.0361685752868652,-41.77898464911071
ko,probe,single_submetric,test,avg_links_len,,loss,0.0291336838688169,0.0282859779628259,0.0323283776108707,0.0276537276804447,0.0294226944180471,0.0002890105492301988,0.9822708455039637
ko,probe,single_submetric,test,avg_links_len,,mse,0.0292626731097698,0.0284210965037345,0.0324510149657726,0.0277954041957855,0.029555838555097535,0.0002931654453277345,0.9919036632346602
ko,probe,single_submetric,test,avg_links_len,,rmse,0.1710633599277467,0.1685855762031099,0.1801416525009489,0.1667195375347038,0.17181558874625422,0.0007522288185075054,0.4378117398988949
